1 1 1 1 , Epoch:6, Support: 1845
2 2 9 , Epoch:7, Support: 50
2 4 4 4 4 , Epoch:5, Support: 22
2 4 4 4 4 4 , Epoch:4, Support: 22
2 9 9 , Epoch:7, Support: 50
3 3 3 , Epoch:7, Support: 3920
4 2 2 2 4 , Epoch:5, Support: 22
4 2 2 4 4 , Epoch:5, Support: 22
4 2 4 2 4 , Epoch:5, Support: 22
4 2 4 4 4 , Epoch:5, Support: 22
4 4 2 2 4 , Epoch:5, Support: 22
4 4 2 4 4 , Epoch:5, Support: 22
4 4 4 2 2 2 2 2 2 , Epoch:0, Support: 42
4 4 4 2 2 4 2 2 2 , Epoch:0, Support: 42
4 4 4 2 4 , Epoch:5, Support: 22
4 4 4 2 4 2 2 2 2 , Epoch:0, Support: 42
4 4 4 2 4 4 2 2 2 , Epoch:0, Support: 42
4 4 4 4 2 2 2 2 2 , Epoch:0, Support: 42
4 4 4 4 2 4 2 2 2 , Epoch:0, Support: 42
4 4 4 4 4 , Epoch:5, Support: 1898
4 4 4 4 4 2 2 2 2 , Epoch:0, Support: 42
4 4 4 4 4 4 2 2 2 , Epoch:0, Support: 42
4 4 4 4 4 4 4 4 4 4 , Epoch:0, Support: 17
4 4 5 , Epoch:4, Support: 22
4 5 5 , Epoch:4, Support: 22
4 5 5 5 , Epoch:3, Support: 22
4 9 9 9 9 9 9 9 , Epoch:2, Support: 153
4 9 9 9 9 9 9 9 9 , Epoch:1, Support: 153
5 2 2 2 2 , Epoch:4, Support: 54
5 2 5 2 2 , Epoch:4, Support: 54
5 4 5 , Epoch:4, Support: 22
5 5 2 2 2 , Epoch:4, Support: 54
5 5 5 2 2 , Epoch:4, Support: 54
5 5 5 3 3 3 , Epoch:4, Support: 33
9 2 2 2 2 2 2 9 , Epoch:2, Support: 45
9 2 2 2 2 2 9 9 , Epoch:2, Support: 45
9 2 2 2 2 9 9 9 , Epoch:2, Support: 45
9 2 2 2 9 9 9 9 , Epoch:2, Support: 45
9 2 2 9 2 2 2 9 , Epoch:2, Support: 45
9 2 2 9 9 9 9 9 , Epoch:2, Support: 45
9 2 9 2 2 2 2 9 , Epoch:2, Support: 45
9 2 9 2 2 2 9 9 , Epoch:2, Support: 45
9 2 9 2 2 9 2 9 , Epoch:2, Support: 45
9 2 9 2 2 9 9 9 , Epoch:2, Support: 45
9 2 9 2 9 2 2 9 , Epoch:2, Support: 45
9 2 9 9 9 9 9 9 , Epoch:2, Support: 45
9 4 4 4 9 9 9 9 , Epoch:2, Support: 153
9 4 4 9 9 9 9 9 , Epoch:2, Support: 153
9 4 9 9 9 9 9 9 , Epoch:2, Support: 153
9 9 2 2 2 2 2 9 , Epoch:2, Support: 45
9 9 2 2 2 2 9 9 , Epoch:2, Support: 45
9 9 2 2 2 9 2 9 , Epoch:2, Support: 45
9 9 2 2 2 9 9 9 , Epoch:2, Support: 45
9 9 2 2 9 2 2 9 , Epoch:2, Support: 45
9 9 2 2 9 2 9 9 , Epoch:2, Support: 45
9 9 2 2 9 9 9 9 , Epoch:2, Support: 45
9 9 2 9 2 2 2 9 , Epoch:2, Support: 45
9 9 2 9 2 2 9 9 , Epoch:2, Support: 45
9 9 2 9 2 9 2 9 , Epoch:2, Support: 45
9 9 2 9 2 9 9 9 , Epoch:2, Support: 45
9 9 2 9 9 2 2 9 , Epoch:2, Support: 45
9 9 2 9 9 2 9 9 , Epoch:2, Support: 45
9 9 2 9 9 9 9 9 , Epoch:2, Support: 45
9 9 4 4 9 9 9 9 , Epoch:2, Support: 153
9 9 4 9 9 9 9 9 , Epoch:2, Support: 153
9 9 9 2 2 2 2 9 , Epoch:2, Support: 45
9 9 9 2 2 2 9 9 , Epoch:2, Support: 45
9 9 9 2 2 9 2 9 , Epoch:2, Support: 45
9 9 9 2 2 9 9 9 , Epoch:2, Support: 45
9 9 9 2 9 2 2 9 , Epoch:2, Support: 45
9 9 9 2 9 2 9 9 , Epoch:2, Support: 45
9 9 9 2 9 9 2 9 , Epoch:2, Support: 45
9 9 9 2 9 9 9 9 , Epoch:2, Support: 45
9 9 9 4 9 9 9 9 , Epoch:2, Support: 153
9 9 9 9 2 2 2 9 , Epoch:2, Support: 45
9 9 9 9 2 2 9 9 , Epoch:2, Support: 45
9 9 9 9 2 9 2 9 , Epoch:2, Support: 45
9 9 9 9 2 9 9 9 , Epoch:2, Support: 45
9 9 9 9 9 2 2 9 , Epoch:2, Support: 45
9 9 9 9 9 2 9 9 , Epoch:2, Support: 45
9 9 9 9 9 9 2 9 , Epoch:2, Support: 45
9 9 9 9 9 9 9 9 , Epoch:2, Support: 12054
10 9 9 9 9 9 9 9 9 , Epoch:1, Support: 10
10 9 9 9 10 9 9 9 9 , Epoch:1, Support: 10
10 9 9 10 9 9 9 9 9 , Epoch:1, Support: 10
10 9 10 9 9 9 9 9 9 , Epoch:1, Support: 10
10 9 10 9 10 9 9 9 9 , Epoch:1, Support: 10
10 10 9 9 9 9 9 9 9 , Epoch:1, Support: 10
10 10 9 9 10 9 9 9 9 , Epoch:1, Support: 10
10 10 9 10 9 9 9 9 9 , Epoch:1, Support: 10
10 10 9 10 10 9 9 9 9 , Epoch:1, Support: 10
10 10 10 9 9 9 9 9 9 , Epoch:1, Support: 10
10 10 10 9 10 9 9 9 9 , Epoch:1, Support: 10
10 10 10 10 9 9 9 9 9 , Epoch:1, Support: 10
10 10 10 10 10 1 1 1 1 , Epoch:1, Support: 5
10 10 10 10 10 9 9 9 9 , Epoch:1, Support: 10
