2 2 2 2 , Epoch:6, Support: 338
3 3 2 2 2 2 , Epoch:4, Support: 27
3 3 2 3 2 2 , Epoch:4, Support: 27
3 3 3 2 2 2 , Epoch:4, Support: 27
3 3 3 2 2 2 2 , Epoch:3, Support: 26
3 3 3 2 2 3 2 , Epoch:3, Support: 26
3 3 3 2 3 2 2 , Epoch:3, Support: 26
3 3 3 2 3 3 2 , Epoch:3, Support: 26
3 3 3 3 2 2 , Epoch:4, Support: 27
3 3 3 3 2 2 2 , Epoch:3, Support: 26
3 3 3 3 2 3 2 , Epoch:3, Support: 26
3 3 3 3 3 2 2 , Epoch:3, Support: 26
3 3 3 3 3 3 2 , Epoch:3, Support: 26
3 3 10 , Epoch:7, Support: 8
5 5 5 5 5 5 5 5 5 , Epoch:1, Support: 364
6 6 6 6 6 6 6 6 6 , Epoch:0, Support: 352
7 7 7 , Epoch:7, Support: 1170
8 8 8 8 , Epoch:2, Support: 1020
