1 1 1 , Epoch:7, Support: 245
2 2 2 2 2 , Epoch:5, Support: 516
4 4 4 4 4 4 4 4 4 , Epoch:1, Support: 165
5 5 5 5 5 5 5 5 5 , Epoch:0, Support: 400
7 7 7 7 7 7 7 7 , Epoch:2, Support: 2576
8 8 8 8 8 8 , Epoch:4, Support: 1350
8 10 10 10 , Epoch:6, Support: 4
8 10 10 10 10 , Epoch:5, Support: 4
9 7 7 7 7 7 7 , Epoch:3, Support: 12
9 7 7 9 7 7 7 , Epoch:3, Support: 12
9 7 9 7 7 7 7 , Epoch:3, Support: 12
9 9 7 7 7 7 7 , Epoch:3, Support: 12
9 9 7 9 7 7 7 , Epoch:3, Support: 12
9 9 9 7 7 7 7 , Epoch:3, Support: 12
9 9 9 9 7 7 7 , Epoch:3, Support: 12
10 8 8 8 , Epoch:6, Support: 4
10 8 8 10 , Epoch:6, Support: 4
10 8 10 8 , Epoch:6, Support: 4
10 8 10 10 , Epoch:6, Support: 4
10 10 8 8 , Epoch:6, Support: 4
10 10 8 10 , Epoch:6, Support: 4
10 10 10 8 , Epoch:6, Support: 4
10 10 10 10 , Epoch:6, Support: 1760
