4 4 4, Epoch:3, Support: 480
6 6 6 6 6 6, Epoch:5, Support: 687
5 5 5, Epoch:6, Support: 60
8 8 8 8 8, Epoch:6, Support: 110
6 6 6 6 6 6 6 6, Epoch:10, Support: 25
4 4 4 4 4 4, Epoch:10, Support: 977
8 4 8, Epoch:12, Support: 5
4 4 4, Epoch:12, Support: 1437
7 7 7 7 7 1 7 7, Epoch:13, Support: 4
7 7 7 7 7 7 7 7, Epoch:13, Support: 495
8 8 8 8 8, Epoch:13, Support: 110
1 1 1 1 1 1 1 1 1, Epoch:15, Support: 385
7 7 7, Epoch:15, Support: 310
8 8 8 8 8 8 8 8 8, Epoch:16, Support: 1500
8 8 4 8 4 8 8 8 8, Epoch:16, Support: 5
1 1 1, Epoch:16, Support: 1138
5 5 5 5 5 5, Epoch:17, Support: 186
8 8 8 8, Epoch:18, Support: 663
1 1 1 1, Epoch:19, Support: 4
1 1 1 1 1 1 1 1 1, Epoch:19, Support: 457
7 1 1 1 1 1 1 1 1, Epoch:19, Support: 4
4 4 4 4, Epoch:20, Support: 60
7 7 7 7, Epoch:21, Support: 621
9 9 9, Epoch:23, Support: 66
6 6 6 6 6 6 6 6 6, Epoch:24, Support: 606
2 2 2 2 2 2 2, Epoch:25, Support: 390
7 7 7 7 7 7 7, Epoch:26, Support: 931
1 1 1, Epoch:27, Support: 547
7 7 7 7 7 7 7 7, Epoch:31, Support: 160
3 3 3 3 3 3 3 3 3 3, Epoch:31, Support: 230
9 9 9 9 9, Epoch:32, Support: 85
3 3 3 3 3 3 3 3 3 3, Epoch:32, Support: 700
7 7 7 7 7 7 1 1 1 1 1 1 1 1, Epoch:33, Support: 5
1 1 1 1 1 1 1 1, Epoch:33, Support: 1135
2 2 2 2 2 2 2 2 2, Epoch:35, Support: 174
7 7 7 7 7 7 7 7, Epoch:36, Support: 307
6 6 6 6 6 6 6 6, Epoch:37, Support: 114
1 1 1 1, Epoch:37, Support: 381
6 6 6, Epoch:39, Support: 73
5 5 5 5 5 5 5 5, Epoch:39, Support: 81
6 6 6 6 6, Epoch:39, Support: 520
6 6 6 6 6 6 6, Epoch:39, Support: 1243
7 7 7 7 7 7 7 7 7, Epoch:39, Support: 885
6 6 6 6, Epoch:39, Support: 8
