1 1 1 1 , Epoch:4, Support: 120
2 2 2 2 2 2 2 , Epoch:2, Support: 175
4 4 4 , Epoch:7, Support: 420
5 5 5 5 5 , Epoch:5, Support: 361
5 6 6 6 , Epoch:6, Support: 4
5 6 6 6 6 , Epoch:5, Support: 4
6 5 5 5 , Epoch:6, Support: 4
6 5 5 6 , Epoch:6, Support: 4
6 5 6 5 , Epoch:6, Support: 4
6 5 6 6 , Epoch:6, Support: 4
6 6 5 5 , Epoch:6, Support: 4
6 6 5 6 , Epoch:6, Support: 4
6 6 6 5 , Epoch:6, Support: 4
6 6 6 6 , Epoch:6, Support: 612
9 9 9 9 9 , Epoch:0, Support: 30
10 10 10 10 10 10 10 10 10 , Epoch:1, Support: 140
