1 4 4 4 4 4 , Epoch:3, Support: 24
8 8 10 , Epoch:7, Support: 9
8 10 10 , Epoch:7, Support: 9
9 9 3 3 3 3 3 3 3 3 , Epoch:0, Support: 20
9 9 3 3 3 3 9 3 3 3 , Epoch:0, Support: 20
9 9 3 3 3 9 3 3 3 3 , Epoch:0, Support: 20
9 9 3 3 3 9 9 3 3 3 , Epoch:0, Support: 20
9 9 3 3 9 3 3 3 3 3 , Epoch:0, Support: 20
9 9 3 3 9 3 9 3 3 3 , Epoch:0, Support: 20
9 9 3 3 9 9 3 3 3 3 , Epoch:0, Support: 20
9 9 3 9 3 3 3 3 3 3 , Epoch:0, Support: 20
9 9 3 9 3 3 9 3 3 3 , Epoch:0, Support: 20
9 9 3 9 3 9 3 3 3 3 , Epoch:0, Support: 20
9 9 3 9 3 9 9 3 3 3 , Epoch:0, Support: 20
9 9 3 9 9 3 3 3 3 3 , Epoch:0, Support: 20
9 9 3 9 9 3 9 3 3 3 , Epoch:0, Support: 20
9 9 9 3 3 3 3 3 3 3 , Epoch:0, Support: 20
9 9 9 3 3 3 9 3 3 3 , Epoch:0, Support: 20
9 9 9 3 3 9 3 3 3 3 , Epoch:0, Support: 20
9 9 9 3 3 9 9 3 3 3 , Epoch:0, Support: 20
9 9 9 3 9 3 3 3 3 3 , Epoch:0, Support: 20
9 9 9 3 9 3 9 3 3 3 , Epoch:0, Support: 20
9 9 9 3 9 9 3 3 3 3 , Epoch:0, Support: 20
9 9 9 3 9 9 9 3 3 3 , Epoch:0, Support: 20
9 9 9 9 3 3 3 3 3 3 , Epoch:0, Support: 20
9 9 9 9 3 3 9 3 3 3 , Epoch:0, Support: 20
9 9 9 9 3 9 3 3 3 3 , Epoch:0, Support: 20
9 9 9 9 3 9 9 3 3 3 , Epoch:0, Support: 20
9 9 9 9 9 3 3 3 3 3 , Epoch:0, Support: 20
9 9 9 9 9 3 9 3 3 3 , Epoch:0, Support: 20
9 9 9 9 9 9 3 3 3 3 , Epoch:0, Support: 20
9 9 9 9 9 9 9 3 3 3 , Epoch:0, Support: 20
9 10 10 10 , Epoch:6, Support: 28
10 2 2 , Epoch:7, Support: 17
10 2 10 , Epoch:7, Support: 17
10 4 10 , Epoch:7, Support: 26
10 5 10 , Epoch:7, Support: 9
10 10 2 , Epoch:7, Support: 42
10 10 10 , Epoch:7, Support: 4590
