1 1 1 , Epoch:3, Support: 1300
2 2 2 2 2 , Epoch:0, Support: 784
2 2 2 2 2 , Epoch:5, Support: 1470
2 2 5 , Epoch:7, Support: 13
2 2 7 , Epoch:7, Support: 26
2 5 2 , Epoch:7, Support: 13
2 5 5 , Epoch:7, Support: 13
2 5 5 5 , Epoch:6, Support: 7
2 5 5 5 5 , Epoch:5, Support: 7
2 7 2 , Epoch:7, Support: 16
2 7 7 , Epoch:7, Support: 16
2 7 7 7 , Epoch:6, Support: 16
3 3 3 3 3 3 3 3 3 , Epoch:1, Support: 1467
3 3 7 , Epoch:7, Support: 28
3 7 3 , Epoch:7, Support: 28
3 7 7 , Epoch:7, Support: 28
3 7 7 7 , Epoch:6, Support: 28
5 2 2 2 , Epoch:6, Support: 7
5 2 2 5 , Epoch:6, Support: 7
5 2 5 2 , Epoch:6, Support: 7
5 2 5 5 , Epoch:6, Support: 7
5 5 2 2 , Epoch:6, Support: 7
5 5 2 5 , Epoch:6, Support: 7
5 5 5 2 , Epoch:6, Support: 7
5 5 5 5 , Epoch:6, Support: 4119
5 5 5 5 5 5 5 5 , Epoch:2, Support: 5
5 5 5 5 7 , Epoch:5, Support: 8
5 5 7 , Epoch:7, Support: 31
5 7 5 7 , Epoch:6, Support: 4
5 7 7 , Epoch:7, Support: 4
5 7 7 7 , Epoch:6, Support: 4
7 2 2 , Epoch:7, Support: 16
7 2 7 , Epoch:7, Support: 16
7 3 3 , Epoch:7, Support: 28
7 3 7 , Epoch:7, Support: 28
7 5 5 , Epoch:7, Support: 44
7 5 7 , Epoch:7, Support: 48
7 7 2 , Epoch:7, Support: 16
7 7 3 , Epoch:7, Support: 28
7 7 5 , Epoch:7, Support: 44
7 7 7 , Epoch:7, Support: 8164
10 2 2 2 2 2 , Epoch:4, Support: 8
10 2 2 2 2 10 , Epoch:4, Support: 8
10 2 2 2 10 2 , Epoch:4, Support: 8
10 2 2 2 10 10 , Epoch:4, Support: 8
10 2 2 10 2 2 , Epoch:4, Support: 8
10 2 2 10 10 10 , Epoch:4, Support: 8
10 2 10 2 2 2 , Epoch:4, Support: 8
10 2 10 2 2 10 , Epoch:4, Support: 8
10 2 10 2 10 2 , Epoch:4, Support: 8
10 2 10 10 10 10 , Epoch:4, Support: 8
10 10 2 2 2 2 , Epoch:4, Support: 8
10 10 2 2 2 10 , Epoch:4, Support: 8
10 10 2 2 10 2 , Epoch:4, Support: 8
10 10 2 2 10 10 , Epoch:4, Support: 8
10 10 2 10 2 2 , Epoch:4, Support: 8
10 10 2 10 2 10 , Epoch:4, Support: 8
10 10 2 10 10 2 , Epoch:4, Support: 8
10 10 2 10 10 10 , Epoch:4, Support: 8
10 10 10 2 2 2 , Epoch:4, Support: 8
10 10 10 2 2 10 , Epoch:4, Support: 8
10 10 10 2 10 2 , Epoch:4, Support: 8
10 10 10 2 10 10 , Epoch:4, Support: 8
10 10 10 7 7 7 , Epoch:4, Support: 48
10 10 10 7 7 10 , Epoch:4, Support: 48
10 10 10 7 10 7 , Epoch:4, Support: 48
10 10 10 7 10 10 , Epoch:4, Support: 48
10 10 10 10 2 2 , Epoch:4, Support: 8
10 10 10 10 2 10 , Epoch:4, Support: 8
10 10 10 10 5 5 , Epoch:4, Support: 12
10 10 10 10 5 10 , Epoch:4, Support: 12
10 10 10 10 7 7 , Epoch:4, Support: 48
10 10 10 10 7 10 , Epoch:4, Support: 48
10 10 10 10 10 2 , Epoch:4, Support: 8
10 10 10 10 10 5 , Epoch:4, Support: 12
10 10 10 10 10 7 , Epoch:4, Support: 83
10 10 10 10 10 10 , Epoch:4, Support: 3740
