1 1 1 1 1 1 , Epoch:4, Support: 990
1 10 10 10 , Epoch:6, Support: 7
1 10 10 10 10 , Epoch:5, Support: 7
3 3 3 3 3 , Epoch:0, Support: 297
3 3 3 3 3 , Epoch:1, Support: 4
3 3 3 3 3 , Epoch:2, Support: 4
3 3 3 3 3 , Epoch:3, Support: 4
3 3 3 3 3 , Epoch:4, Support: 4
3 3 3 3 3 , Epoch:5, Support: 2870
3 3 7 , Epoch:7, Support: 5
3 7 3 , Epoch:7, Support: 5
3 7 7 , Epoch:7, Support: 5
3 7 7 7 , Epoch:6, Support: 5
6 6 6 6 6 6 6 , Epoch:3, Support: 451
7 3 3 , Epoch:7, Support: 5
7 3 7 , Epoch:7, Support: 5
7 7 3 , Epoch:7, Support: 5
7 7 6 , Epoch:7, Support: 19
7 7 7 , Epoch:7, Support: 2162
8 8 8 3 3 3 3 3 , Epoch:2, Support: 16
8 8 8 3 3 8 3 3 , Epoch:2, Support: 16
8 8 8 3 8 3 3 3 , Epoch:2, Support: 16
8 8 8 3 8 8 3 3 , Epoch:2, Support: 16
8 8 8 8 3 3 3 3 , Epoch:2, Support: 16
8 8 8 8 3 8 3 3 , Epoch:2, Support: 16
8 8 8 8 8 3 3 3 , Epoch:2, Support: 16
8 8 8 8 8 8 3 3 , Epoch:2, Support: 16
9 9 9 9 9 9 7 7 7 , Epoch:1, Support: 10
9 9 9 9 9 9 7 7 9 , Epoch:1, Support: 10
9 9 9 9 9 9 7 9 7 , Epoch:1, Support: 10
9 9 9 9 9 9 7 9 9 , Epoch:1, Support: 10
9 9 9 9 9 9 9 7 7 , Epoch:1, Support: 10
9 9 9 9 9 9 9 7 9 , Epoch:1, Support: 10
9 9 9 9 9 9 9 9 6 , Epoch:1, Support: 12
9 9 9 9 9 9 9 9 7 , Epoch:1, Support: 10
9 9 9 9 9 9 9 9 9 , Epoch:1, Support: 2356
9 10 10 10 , Epoch:6, Support: 16
9 10 10 10 10 , Epoch:5, Support: 16
10 1 1 1 , Epoch:6, Support: 7
10 1 1 10 , Epoch:6, Support: 7
10 1 10 1 , Epoch:6, Support: 7
10 1 10 10 , Epoch:6, Support: 7
10 7 7 7 , Epoch:6, Support: 6
10 7 7 10 , Epoch:6, Support: 6
10 7 10 7 , Epoch:6, Support: 6
10 7 10 10 , Epoch:6, Support: 6
10 9 9 9 , Epoch:6, Support: 16
10 9 9 10 , Epoch:6, Support: 16
10 9 10 9 , Epoch:6, Support: 16
10 9 10 10 , Epoch:6, Support: 16
10 10 1 1 , Epoch:6, Support: 7
10 10 1 10 , Epoch:6, Support: 7
10 10 7 7 , Epoch:6, Support: 6
10 10 7 10 , Epoch:6, Support: 6
10 10 9 9 , Epoch:6, Support: 16
10 10 9 10 , Epoch:6, Support: 16
10 10 10 1 , Epoch:6, Support: 7
10 10 10 7 , Epoch:6, Support: 6
10 10 10 9 , Epoch:6, Support: 16
10 10 10 10 , Epoch:6, Support: 1323
