2 2 2 , Epoch:7, Support: 806
2 2 2 2 2 2 , Epoch:1, Support: 165
4 4 4 , Epoch:7, Support: 4
5 5 5 5 5 5 5 5 , Epoch:2, Support: 270
8 8 8 2 2 , Epoch:5, Support: 14
8 8 8 2 8 , Epoch:5, Support: 14
8 8 8 8 2 , Epoch:5, Support: 14
8 8 8 8 2 2 , Epoch:4, Support: 12
8 8 8 8 2 8 , Epoch:4, Support: 12
8 8 8 8 8 , Epoch:0, Support: 72
8 8 8 8 8 , Epoch:5, Support: 1047
8 8 8 8 8 2 , Epoch:4, Support: 12
8 8 8 8 8 8 , Epoch:4, Support: 936
9 9 9 9 , Epoch:3, Support: 468
10 10 10 10 , Epoch:6, Support: 238
