1 1 1 1 , Epoch:45, Support: 50
1 1 1 1 1 1 1 1 , Epoch:26, Support: 264
1 1 1 1 1 1 1 1 1 1 , Epoch:27, Support: 170
1 1 8 , Epoch:18, Support: 4
1 4 1 , Epoch:10, Support: 4
1 4 4 4 4 4 , Epoch:10, Support: 4
1 4 4 4 4 4 , Epoch:11, Support: 4
1 4 4 4 4 4 , Epoch:12, Support: 4
1 7 7 7 7 7 7 , Epoch:6, Support: 5
1 7 7 7 7 7 7 , Epoch:24, Support: 4
1 7 7 7 7 7 7 7 , Epoch:5, Support: 5
1 8 8 , Epoch:18, Support: 4
1 8 8 8 , Epoch:17, Support: 4
1 8 8 8 8 , Epoch:16, Support: 4
2 2 2 2 2 , Epoch:43, Support: 1352
2 2 2 2 2 2 , Epoch:12, Support: 1118
2 2 2 2 2 2 2 2 , Epoch:30, Support: 76
2 2 2 2 2 2 2 2 , Epoch:52, Support: 392
3 3 3 3 3 3 3 , Epoch:36, Support: 228
3 3 3 3 3 3 3 3 3 , Epoch:31, Support: 1591
3 3 3 3 3 3 3 3 3 3 , Epoch:14, Support: 518
3 3 3 3 3 3 3 3 3 3 , Epoch:50, Support: 756
3 4 4 4 4 4 , Epoch:38, Support: 4
4 1 4 4 , Epoch:11, Support: 4
4 4 4 , Epoch:46, Support: 13
4 4 4 4 3 , Epoch:34, Support: 4
4 4 4 4 4 , Epoch:49, Support: 492
4 4 4 4 4 4 4 , Epoch:11, Support: 1612
4 4 4 4 4 4 4 , Epoch:53, Support: 624
4 4 4 4 4 4 4 4 4 4 , Epoch:0, Support: 126
4 4 7 , Epoch:57, Support: 4
4 4 9 , Epoch:42, Support: 5
4 7 7 , Epoch:57, Support: 4
4 7 7 7 , Epoch:56, Support: 4
4 7 7 7 7 , Epoch:55, Support: 4
4 7 7 7 7 7 , Epoch:54, Support: 4
4 7 7 7 7 7 7 , Epoch:53, Support: 4
4 9 9 , Epoch:42, Support: 5
4 9 9 9 , Epoch:41, Support: 5
4 9 9 9 9 , Epoch:40, Support: 4
4 9 9 9 9 9 , Epoch:39, Support: 4
5 5 5 5 , Epoch:29, Support: 1368
5 5 5 5 , Epoch:39, Support: 1012
5 5 5 5 5 , Epoch:55, Support: 48
5 5 5 5 5 5 5 5 , Epoch:8, Support: 600
5 5 5 5 5 5 5 5 5 , Epoch:23, Support: 112
5 5 5 5 5 5 5 5 5 5 , Epoch:47, Support: 161
5 9 9 9 9 9 9 , Epoch:5, Support: 4
5 9 9 9 9 9 9 9 , Epoch:4, Support: 4
6 6 6 , Epoch:37, Support: 1188
6 6 6 6 6 , Epoch:10, Support: 189
6 6 6 6 6 6 6 6 6 6 , Epoch:20, Support: 1368
7 1 1 1 1 1 1 , Epoch:6, Support: 5
7 1 1 1 1 1 7 , Epoch:6, Support: 5
7 1 1 1 1 7 1 , Epoch:6, Support: 5
7 1 1 1 1 7 7 , Epoch:6, Support: 5
7 1 1 1 7 1 1 , Epoch:6, Support: 5
7 1 1 1 7 7 7 , Epoch:6, Support: 5
7 1 1 7 1 1 1 , Epoch:6, Support: 5
7 1 1 7 1 1 7 , Epoch:6, Support: 5
7 1 1 7 7 7 7 , Epoch:6, Support: 5
7 1 7 1 1 1 1 , Epoch:6, Support: 5
7 1 7 1 1 1 7 , Epoch:6, Support: 5
