4 4 4 4 , Epoch:2, Support: 700
5 4 4 , Epoch:7, Support: 35
5 4 5 , Epoch:7, Support: 35
5 5 4 , Epoch:7, Support: 35
5 5 5 , Epoch:7, Support: 3388
5 5 5 5 5 5 5 , Epoch:3, Support: 770
6 6 6 6 , Epoch:6, Support: 551
8 8 6 6 6 6 , Epoch:4, Support: 4
8 8 6 6 6 8 , Epoch:4, Support: 4
8 8 6 6 8 6 , Epoch:4, Support: 4
8 8 6 6 8 8 , Epoch:4, Support: 4
8 8 6 8 6 6 , Epoch:4, Support: 4
8 8 6 8 6 8 , Epoch:4, Support: 4
8 8 6 8 8 6 , Epoch:4, Support: 4
8 8 6 8 8 8 , Epoch:4, Support: 4
8 8 8 , Epoch:0, Support: 429
8 8 8 5 5 5 , Epoch:4, Support: 9
8 8 8 5 5 8 , Epoch:4, Support: 9
8 8 8 5 8 5 , Epoch:4, Support: 9
8 8 8 5 8 8 , Epoch:4, Support: 9
8 8 8 6 6 6 , Epoch:4, Support: 4
8 8 8 6 6 8 , Epoch:4, Support: 4
8 8 8 6 8 6 , Epoch:4, Support: 4
8 8 8 6 8 8 , Epoch:4, Support: 4
8 8 8 8 4 4 , Epoch:4, Support: 12
8 8 8 8 4 8 , Epoch:4, Support: 12
8 8 8 8 5 5 , Epoch:4, Support: 9
8 8 8 8 5 8 , Epoch:4, Support: 9
8 8 8 8 6 6 , Epoch:4, Support: 4
8 8 8 8 6 8 , Epoch:4, Support: 4
8 8 8 8 8 1 , Epoch:4, Support: 6
8 8 8 8 8 4 , Epoch:4, Support: 12
8 8 8 8 8 5 , Epoch:4, Support: 9
8 8 8 8 8 6 , Epoch:4, Support: 4
8 8 8 8 8 8 , Epoch:4, Support: 3979
8 8 8 8 8 8 5 5 5 , Epoch:1, Support: 4
8 8 8 8 8 8 5 5 8 , Epoch:1, Support: 4
8 8 8 8 8 8 5 8 5 , Epoch:1, Support: 4
8 8 8 8 8 8 5 8 8 , Epoch:1, Support: 4
8 8 8 8 8 8 8 4 4 , Epoch:1, Support: 4
8 8 8 8 8 8 8 4 8 , Epoch:1, Support: 4
8 8 8 8 8 8 8 5 5 , Epoch:1, Support: 4
8 8 8 8 8 8 8 5 8 , Epoch:1, Support: 4
8 8 8 8 8 8 8 8 4 , Epoch:1, Support: 4
8 8 8 8 8 8 8 8 5 , Epoch:1, Support: 4
8 8 8 8 8 8 8 8 8 , Epoch:1, Support: 1400
9 9 9 9 9 , Epoch:5, Support: 55
