2 2 2, Epoch:2, Support: 913
10 10 9 10 10, Epoch:7, Support: 12
10 10 10 10 10, Epoch:7, Support: 7085
10 4 4, Epoch:7, Support: 15
10 9 10 10, Epoch:7, Support: 9
10 10 10 4 4, Epoch:7, Support: 14
4 4 3 3 4, Epoch:9, Support: 4
9 9 4 9 9 4, Epoch:9, Support: 8
4 9 4 9, Epoch:9, Support: 45
9 7 7 7 9 9, Epoch:9, Support: 16
9 9 9 9, Epoch:9, Support: 7444
9 10 9 9 9 9, Epoch:9, Support: 12
7 7 7 9 9 9 7 7, Epoch:9, Support: 16
7 7 7 9 9 7, Epoch:9, Support: 14
4 3 3, Epoch:9, Support: 5
9 9 9 9 9 9, Epoch:9, Support: 6923
7 7 7 7 7 7 7 7 7, Epoch:9, Support: 1954
4 4 4 4 3, Epoch:9, Support: 7
4 9 4 9 4, Epoch:9, Support: 45
7 7 7 7 4 4 7 7 7, Epoch:9, Support: 12
7 7 7 7 7 4 7 7 4, Epoch:9, Support: 5
9 9 7 7, Epoch:9, Support: 16
9 4 9 9, Epoch:9, Support: 18
7 9 7 7, Epoch:9, Support: 46
9 4 9 4 9 9, Epoch:9, Support: 8
4 4 9 9 4, Epoch:9, Support: 9
4 7 4 4 7, Epoch:9, Support: 5
4 9 9 4, Epoch:9, Support: 13
7 7 4 4 4, Epoch:9, Support: 12
4 4 4 4 4, Epoch:9, Support: 4718
7 7 7 7 7 7 7 9 9, Epoch:9, Support: 16
7 7 7 7 7 7 7 7, Epoch:9, Support: 1368
7 7 7 7 7 9 7 9 9, Epoch:9, Support: 46
10 10 4 10 10 4 4, Epoch:9, Support: 15
9 9 4 4 9, Epoch:9, Support: 10
3 3 3, Epoch:9, Support: 364
7 7 9 9 9 7 7 9, Epoch:9, Support: 14
9 4 9 4 4, Epoch:9, Support: 8
4 4 9 4 4, Epoch:9, Support: 18
3 3 4, Epoch:9, Support: 7
4 9 4 4 9, Epoch:9, Support: 21
4 4 3 4 4, Epoch:9, Support: 5
9 4 4 9 9 4, Epoch:9, Support: 10
4 4 3, Epoch:9, Support: 4
10 9 10 9 9 9 9, Epoch:9, Support: 9
4 10 10 4 4, Epoch:9, Support: 14
9 4 4 9, Epoch:9, Support: 9
