2 2 2 , Epoch:0, Support: 913
3 3 3 , Epoch:7, Support: 380
4 4 3 3 3 , Epoch:5, Support: 16
4 4 3 3 4 , Epoch:5, Support: 16
4 4 3 4 3 , Epoch:5, Support: 16
4 4 3 4 4 , Epoch:5, Support: 16
4 4 4 3 3 , Epoch:5, Support: 16
4 4 4 3 4 , Epoch:5, Support: 16
4 4 4 4 3 , Epoch:5, Support: 16
4 4 4 4 4 , Epoch:5, Support: 4898
4 4 10 , Epoch:7, Support: 4
4 9 9 9 , Epoch:6, Support: 111
4 9 9 9 9 , Epoch:5, Support: 111
7 7 7 7 4 4 4 4 4 , Epoch:1, Support: 17
7 7 7 7 4 4 4 4 7 , Epoch:1, Support: 17
7 7 7 7 4 4 4 7 4 , Epoch:1, Support: 17
7 7 7 7 4 4 4 7 7 , Epoch:1, Support: 17
7 7 7 7 4 4 7 4 4 , Epoch:1, Support: 17
7 7 7 7 4 4 7 4 7 , Epoch:1, Support: 17
7 7 7 7 4 4 7 7 4 , Epoch:1, Support: 17
7 7 7 7 4 4 7 7 7 , Epoch:1, Support: 17
7 7 7 7 4 7 4 4 4 , Epoch:1, Support: 17
7 7 7 7 4 7 4 4 7 , Epoch:1, Support: 17
7 7 7 7 4 7 4 7 4 , Epoch:1, Support: 17
7 7 7 7 4 7 4 7 7 , Epoch:1, Support: 17
7 7 7 7 4 7 7 4 4 , Epoch:1, Support: 17
7 7 7 7 4 7 7 4 7 , Epoch:1, Support: 17
7 7 7 7 4 7 7 7 4 , Epoch:1, Support: 17
7 7 7 7 4 7 7 7 7 , Epoch:1, Support: 17
7 7 7 7 7 4 4 4 4 , Epoch:1, Support: 17
7 7 7 7 7 4 4 4 7 , Epoch:1, Support: 17
7 7 7 7 7 4 4 7 4 , Epoch:1, Support: 17
7 7 7 7 7 4 4 7 7 , Epoch:1, Support: 17
7 7 7 7 7 4 7 4 4 , Epoch:1, Support: 17
7 7 7 7 7 4 7 4 7 , Epoch:1, Support: 17
7 7 7 7 7 4 7 7 4 , Epoch:1, Support: 17
7 7 7 7 7 4 7 7 7 , Epoch:1, Support: 17
7 7 7 7 7 7 4 4 4 , Epoch:1, Support: 17
7 7 7 7 7 7 4 4 7 , Epoch:1, Support: 17
7 7 7 7 7 7 4 7 4 , Epoch:1, Support: 17
7 7 7 7 7 7 4 7 7 , Epoch:1, Support: 17
7 7 7 7 7 7 7 4 4 , Epoch:1, Support: 17
7 7 7 7 7 7 7 4 7 , Epoch:1, Support: 17
7 7 7 7 7 7 7 7 , Epoch:2, Support: 3435
7 7 7 7 7 7 7 7 4 , Epoch:1, Support: 17
7 7 7 7 7 7 7 7 7 , Epoch:1, Support: 2035
7 7 7 7 7 7 7 7 9 , Epoch:1, Support: 96
7 7 7 7 7 7 7 9 7 , Epoch:1, Support: 96
7 7 7 7 7 7 7 9 9 , Epoch:1, Support: 96
7 7 7 7 7 7 9 7 7 , Epoch:1, Support: 96
7 7 7 7 7 7 9 7 9 , Epoch:1, Support: 96
7 7 7 7 7 7 9 9 7 , Epoch:1, Support: 96
7 7 7 7 7 7 9 9 9 , Epoch:1, Support: 96
7 7 7 7 7 9 7 7 7 , Epoch:1, Support: 96
7 7 7 7 7 9 7 7 9 , Epoch:1, Support: 96
7 7 7 7 7 9 7 9 7 , Epoch:1, Support: 96
7 7 7 7 7 9 7 9 9 , Epoch:1, Support: 96
7 7 7 7 7 9 9 7 7 , Epoch:1, Support: 96
7 7 7 7 7 9 9 7 9 , Epoch:1, Support: 96
7 7 7 7 7 9 9 9 7 , Epoch:1, Support: 96
7 7 7 7 7 9 9 9 9 , Epoch:1, Support: 96
7 9 9 9 , Epoch:6, Support: 128
7 9 9 9 9 , Epoch:5, Support: 128
7 9 9 9 9 9 , Epoch:4, Support: 32
7 9 9 9 9 9 9 , Epoch:3, Support: 32
9 4 4 4 , Epoch:6, Support: 111
9 4 4 4 4 4 , Epoch:4, Support: 26
9 4 4 4 4 9 , Epoch:4, Support: 26
9 4 4 4 9 4 , Epoch:4, Support: 26
9 4 4 4 9 9 , Epoch:4, Support: 26
9 4 4 9 , Epoch:6, Support: 111
9 4 4 9 4 4 , Epoch:4, Support: 26
9 4 4 9 4 9 , Epoch:4, Support: 26
9 4 4 9 9 4 , Epoch:4, Support: 26
9 4 4 9 9 9 , Epoch:4, Support: 26
9 4 9 4 , Epoch:6, Support: 111
9 4 9 4 4 4 , Epoch:4, Support: 26
9 4 9 4 4 9 , Epoch:4, Support: 26
9 4 9 4 9 4 , Epoch:4, Support: 26
9 4 9 4 9 9 , Epoch:4, Support: 26
9 4 9 9 , Epoch:6, Support: 111
9 4 9 9 4 4 , Epoch:4, Support: 26
9 4 9 9 4 9 , Epoch:4, Support: 26
9 4 9 9 9 4 , Epoch:4, Support: 26
9 4 9 9 9 9 , Epoch:4, Support: 26
9 7 7 7 , Epoch:6, Support: 128
9 7 7 7 7 7 , Epoch:4, Support: 32
9 7 7 7 7 9 , Epoch:4, Support: 32
9 7 7 7 9 7 , Epoch:4, Support: 32
9 7 7 7 9 9 , Epoch:4, Support: 32
9 7 7 9 , Epoch:6, Support: 128
9 7 7 9 7 7 , Epoch:4, Support: 32
9 7 7 9 7 9 , Epoch:4, Support: 32
9 7 7 9 9 7 , Epoch:4, Support: 32
9 7 7 9 9 9 , Epoch:4, Support: 32
9 7 9 7 , Epoch:6, Support: 128
9 7 9 7 7 7 , Epoch:4, Support: 32
9 7 9 7 7 9 , Epoch:4, Support: 32
9 7 9 7 9 7 , Epoch:4, Support: 32
9 7 9 7 9 9 , Epoch:4, Support: 32
9 7 9 9 , Epoch:6, Support: 128
9 7 9 9 7 7 , Epoch:4, Support: 32
9 7 9 9 7 9 , Epoch:4, Support: 32
9 7 9 9 9 7 , Epoch:4, Support: 32
9 7 9 9 9 9 , Epoch:4, Support: 32
9 9 4 4 , Epoch:6, Support: 111
9 9 4 4 4 4 , Epoch:4, Support: 26
9 9 4 4 4 9 , Epoch:4, Support: 26
9 9 4 4 9 4 , Epoch:4, Support: 26
9 9 4 4 9 9 , Epoch:4, Support: 26
9 9 4 9 , Epoch:6, Support: 111
9 9 4 9 4 4 , Epoch:4, Support: 26
9 9 4 9 4 9 , Epoch:4, Support: 26
9 9 4 9 9 4 , Epoch:4, Support: 26
9 9 4 9 9 9 , Epoch:4, Support: 26
9 9 7 7 , Epoch:6, Support: 128
