2 2 2 2 2 , Epoch:5, Support: 6820
2 2 5 , Epoch:7, Support: 52
2 5 2 , Epoch:7, Support: 52
2 5 5 , Epoch:7, Support: 52
2 5 5 5 , Epoch:6, Support: 52
2 7 7 7 , Epoch:6, Support: 63
2 7 7 7 7 , Epoch:5, Support: 63
3 3 3 3 2 2 2 2 2 , Epoch:1, Support: 10
3 7 7 7 , Epoch:3, Support: 69
3 7 7 7 7 , Epoch:2, Support: 69
3 8 8 8 8 , Epoch:2, Support: 22
3 8 8 8 8 8 , Epoch:1, Support: 22
5 2 2 , Epoch:7, Support: 52
5 2 5 , Epoch:7, Support: 52
5 5 2 , Epoch:7, Support: 52
5 5 5 , Epoch:7, Support: 3382
6 2 2 2 2 2 , Epoch:4, Support: 23
6 2 2 2 6 2 , Epoch:4, Support: 23
6 2 2 6 2 2 , Epoch:4, Support: 23
6 2 6 2 2 2 , Epoch:4, Support: 23
6 2 6 2 6 2 , Epoch:4, Support: 23
6 6 2 2 2 2 , Epoch:4, Support: 23
6 6 2 2 6 2 , Epoch:4, Support: 23
6 6 2 6 2 2 , Epoch:4, Support: 23
6 6 2 6 6 2 , Epoch:4, Support: 23
6 6 6 2 2 2 , Epoch:4, Support: 23
6 6 6 2 6 2 , Epoch:4, Support: 23
6 6 6 5 5 5 , Epoch:4, Support: 9
6 6 6 5 6 5 , Epoch:4, Support: 9
6 6 6 6 2 2 , Epoch:4, Support: 23
6 6 6 6 5 5 , Epoch:4, Support: 9
6 6 6 6 6 2 , Epoch:4, Support: 23
6 6 6 6 6 2 2 2 2 2 , Epoch:0, Support: 6
6 6 6 6 6 2 2 2 6 2 , Epoch:0, Support: 6
6 6 6 6 6 2 2 6 2 2 , Epoch:0, Support: 6
6 6 6 6 6 2 2 6 6 2 , Epoch:0, Support: 6
6 6 6 6 6 2 6 2 2 2 , Epoch:0, Support: 6
6 6 6 6 6 2 6 2 6 2 , Epoch:0, Support: 6
6 6 6 6 6 2 6 6 2 2 , Epoch:0, Support: 6
6 6 6 6 6 2 6 6 6 2 , Epoch:0, Support: 6
6 6 6 6 6 5 , Epoch:4, Support: 9
6 6 6 6 6 6 2 2 2 2 , Epoch:0, Support: 6
6 6 6 6 6 6 2 2 6 2 , Epoch:0, Support: 6
6 6 6 6 6 6 2 6 2 2 , Epoch:0, Support: 6
6 6 6 6 6 6 2 6 6 2 , Epoch:0, Support: 6
6 6 6 6 6 6 6 2 2 2 , Epoch:0, Support: 6
6 6 6 6 6 6 6 2 6 2 , Epoch:0, Support: 6
6 6 6 6 6 6 6 6 2 2 , Epoch:0, Support: 6
