1 1 1 1 , Epoch:6, Support: 7941
1 1 1 1 1 , Epoch:5, Support: 2501
1 1 1 1 4 , Epoch:5, Support: 24
1 1 1 1 8 , Epoch:5, Support: 12
1 1 1 4 1 , Epoch:5, Support: 24
1 1 1 4 4 , Epoch:5, Support: 24
1 1 4 , Epoch:7, Support: 54
1 1 4 1 1 , Epoch:5, Support: 32
1 1 4 1 4 , Epoch:5, Support: 24
1 1 4 4 1 , Epoch:5, Support: 24
1 1 4 4 4 , Epoch:5, Support: 24
1 1 8 , Epoch:7, Support: 63
1 4 1 , Epoch:7, Support: 54
1 4 1 1 , Epoch:6, Support: 79
1 4 1 4 , Epoch:6, Support: 54
1 4 4 , Epoch:7, Support: 54
1 4 4 1 , Epoch:6, Support: 54
1 4 4 4 , Epoch:6, Support: 54
4 1 1 , Epoch:7, Support: 147
4 1 1 1 1 1 , Epoch:4, Support: 8
4 1 1 4 1 1 , Epoch:4, Support: 8
4 1 4 , Epoch:7, Support: 122
4 1 4 1 1 1 , Epoch:4, Support: 8
4 1 4 4 1 1 , Epoch:4, Support: 8
4 4 1 , Epoch:7, Support: 122
4 4 1 1 1 1 , Epoch:4, Support: 25
4 4 1 4 1 1 , Epoch:4, Support: 25
4 4 4 , Epoch:7, Support: 4814
4 4 4 1 1 1 , Epoch:4, Support: 25
4 4 4 4 1 1 , Epoch:4, Support: 25
4 4 8 , Epoch:7, Support: 44
6 6 6 6 6 6 6 6 , Epoch:2, Support: 672
9 9 9 9 9 9 9 9 8 , Epoch:1, Support: 5
9 9 9 9 9 9 9 9 9 , Epoch:1, Support: 400
10 10 1 1 1 1 1 , Epoch:3, Support: 18
10 10 10 1 1 1 1 , Epoch:3, Support: 34
10 10 10 10 10 , Epoch:0, Support: 90
