1 1 1 1 1 , Epoch:5, Support: 364
4 4 4 4 6 4 4 4 4 , Epoch:1, Support: 34
4 4 4 4 6 6 4 4 4 , Epoch:1, Support: 34
4 4 4 4 10 4 4 4 4 , Epoch:1, Support: 12
4 4 4 4 10 4 4 4 10 , Epoch:1, Support: 12
4 4 4 4 10 4 4 10 4 , Epoch:1, Support: 12
4 4 4 4 10 4 4 10 10 , Epoch:1, Support: 12
4 4 4 4 10 4 10 4 4 , Epoch:1, Support: 12
4 4 4 4 10 4 10 4 10 , Epoch:1, Support: 12
4 4 4 4 10 4 10 10 4 , Epoch:1, Support: 12
4 4 4 4 10 4 10 10 10 , Epoch:1, Support: 12
4 4 4 4 10 10 4 4 4 , Epoch:1, Support: 12
4 4 4 4 10 10 4 4 10 , Epoch:1, Support: 12
4 4 4 4 10 10 4 10 4 , Epoch:1, Support: 12
4 4 4 4 10 10 4 10 10 , Epoch:1, Support: 12
4 4 4 4 10 10 10 4 4 , Epoch:1, Support: 12
4 4 4 4 10 10 10 4 10 , Epoch:1, Support: 12
4 4 4 4 10 10 10 10 4 , Epoch:1, Support: 12
4 4 4 4 10 10 10 10 10 , Epoch:1, Support: 12
4 4 4 6 4 4 4 4 4 , Epoch:1, Support: 34
4 4 4 6 4 6 4 4 4 , Epoch:1, Support: 34
4 4 4 6 6 4 4 4 4 , Epoch:1, Support: 34
4 4 4 6 6 6 4 4 4 , Epoch:1, Support: 34
4 4 4 10 4 4 4 4 4 , Epoch:1, Support: 12
4 4 4 10 4 4 4 4 10 , Epoch:1, Support: 12
4 4 4 10 4 4 4 10 4 , Epoch:1, Support: 12
4 4 4 10 4 4 4 10 10 , Epoch:1, Support: 12
4 4 4 10 4 4 10 4 4 , Epoch:1, Support: 12
4 4 4 10 4 4 10 4 10 , Epoch:1, Support: 12
4 4 4 10 4 4 10 10 4 , Epoch:1, Support: 12
4 4 4 10 4 4 10 10 10 , Epoch:1, Support: 12
4 4 4 10 4 10 4 4 4 , Epoch:1, Support: 12
4 4 4 10 4 10 4 4 10 , Epoch:1, Support: 12
4 4 4 10 4 10 4 10 4 , Epoch:1, Support: 12
4 4 4 10 4 10 4 10 10 , Epoch:1, Support: 12
4 4 4 10 4 10 10 4 4 , Epoch:1, Support: 12
4 4 4 10 4 10 10 4 10 , Epoch:1, Support: 12
4 4 4 10 4 10 10 10 4 , Epoch:1, Support: 12
4 4 4 10 4 10 10 10 10 , Epoch:1, Support: 12
4 4 4 10 10 4 4 4 4 , Epoch:1, Support: 12
4 4 4 10 10 4 4 4 10 , Epoch:1, Support: 12
4 4 4 10 10 4 4 10 4 , Epoch:1, Support: 12
4 4 4 10 10 4 4 10 10 , Epoch:1, Support: 12
4 4 4 10 10 4 10 4 4 , Epoch:1, Support: 12
4 4 4 10 10 4 10 4 10 , Epoch:1, Support: 12
4 4 4 10 10 4 10 10 4 , Epoch:1, Support: 12
4 4 4 10 10 4 10 10 10 , Epoch:1, Support: 12
4 4 4 10 10 10 4 4 4 , Epoch:1, Support: 12
4 4 4 10 10 10 4 4 10 , Epoch:1, Support: 12
4 4 4 10 10 10 4 10 4 , Epoch:1, Support: 12
4 4 4 10 10 10 4 10 10 , Epoch:1, Support: 12
4 4 4 10 10 10 10 4 4 , Epoch:1, Support: 12
4 4 4 10 10 10 10 4 10 , Epoch:1, Support: 12
4 4 4 10 10 10 10 10 4 , Epoch:1, Support: 12
4 4 4 10 10 10 10 10 10 , Epoch:1, Support: 12
4 4 6 , Epoch:7, Support: 36
4 4 6 4 4 4 4 4 4 , Epoch:1, Support: 34
4 4 6 4 4 6 4 4 4 , Epoch:1, Support: 34
4 4 6 4 6 4 4 4 4 , Epoch:1, Support: 34
4 4 6 4 6 6 4 4 4 , Epoch:1, Support: 34
4 4 6 6 4 4 4 4 4 , Epoch:1, Support: 34
4 4 6 6 4 6 4 4 4 , Epoch:1, Support: 34
4 4 6 6 6 4 4 4 4 , Epoch:1, Support: 34
4 4 6 6 6 6 4 4 4 , Epoch:1, Support: 34
4 4 10 4 4 4 4 4 4 , Epoch:1, Support: 12
4 4 10 4 4 4 4 4 10 , Epoch:1, Support: 12
4 4 10 4 4 4 4 10 4 , Epoch:1, Support: 12
4 4 10 4 4 4 4 10 10 , Epoch:1, Support: 12
4 4 10 4 4 4 10 4 4 , Epoch:1, Support: 12
4 4 10 4 4 4 10 4 10 , Epoch:1, Support: 12
4 4 10 4 4 4 10 10 4 , Epoch:1, Support: 12
4 4 10 4 4 4 10 10 10 , Epoch:1, Support: 12
4 4 10 4 4 10 4 4 4 , Epoch:1, Support: 12
4 4 10 4 4 10 4 4 10 , Epoch:1, Support: 12
4 4 10 4 4 10 4 10 4 , Epoch:1, Support: 12
4 4 10 4 4 10 4 10 10 , Epoch:1, Support: 12
4 4 10 4 4 10 10 4 4 , Epoch:1, Support: 12
4 4 10 4 4 10 10 4 10 , Epoch:1, Support: 12
4 4 10 4 4 10 10 10 4 , Epoch:1, Support: 12
4 4 10 4 4 10 10 10 10 , Epoch:1, Support: 12
4 4 10 4 10 4 4 4 4 , Epoch:1, Support: 12
4 4 10 4 10 4 4 4 10 , Epoch:1, Support: 12
4 4 10 4 10 4 4 10 4 , Epoch:1, Support: 12
4 4 10 4 10 4 4 10 10 , Epoch:1, Support: 12
4 4 10 4 10 4 10 4 4 , Epoch:1, Support: 12
4 4 10 4 10 4 10 4 10 , Epoch:1, Support: 12
4 4 10 4 10 4 10 10 4 , Epoch:1, Support: 12
4 4 10 4 10 4 10 10 10 , Epoch:1, Support: 12
4 4 10 4 10 10 4 4 4 , Epoch:1, Support: 12
4 4 10 4 10 10 4 4 10 , Epoch:1, Support: 12
4 4 10 4 10 10 4 10 4 , Epoch:1, Support: 12
4 4 10 4 10 10 4 10 10 , Epoch:1, Support: 12
4 4 10 4 10 10 10 4 4 , Epoch:1, Support: 12
4 4 10 4 10 10 10 4 10 , Epoch:1, Support: 12
4 4 10 4 10 10 10 10 4 , Epoch:1, Support: 12
4 4 10 4 10 10 10 10 10 , Epoch:1, Support: 12
4 4 10 10 4 4 4 4 4 , Epoch:1, Support: 12
4 4 10 10 4 4 4 4 10 , Epoch:1, Support: 12
4 4 10 10 4 4 4 10 4 , Epoch:1, Support: 12
4 4 10 10 4 4 4 10 10 , Epoch:1, Support: 12
4 4 10 10 4 4 10 4 4 , Epoch:1, Support: 12
4 4 10 10 4 4 10 4 10 , Epoch:1, Support: 12
4 4 10 10 4 4 10 10 4 , Epoch:1, Support: 12
4 4 10 10 4 4 10 10 10 , Epoch:1, Support: 12
4 4 10 10 4 10 4 4 4 , Epoch:1, Support: 12
4 4 10 10 4 10 4 4 10 , Epoch:1, Support: 12
4 4 10 10 4 10 4 10 4 , Epoch:1, Support: 12
4 4 10 10 4 10 4 10 10 , Epoch:1, Support: 12
4 4 10 10 4 10 10 4 4 , Epoch:1, Support: 12
4 4 10 10 4 10 10 4 10 , Epoch:1, Support: 12
4 4 10 10 4 10 10 10 4 , Epoch:1, Support: 12
4 4 10 10 4 10 10 10 10 , Epoch:1, Support: 12
4 4 10 10 10 4 4 4 4 , Epoch:1, Support: 12
4 4 10 10 10 4 4 4 10 , Epoch:1, Support: 12
4 4 10 10 10 4 4 10 4 , Epoch:1, Support: 12
4 4 10 10 10 4 4 10 10 , Epoch:1, Support: 12
4 4 10 10 10 4 10 4 4 , Epoch:1, Support: 12
4 4 10 10 10 4 10 4 10 , Epoch:1, Support: 12
4 4 10 10 10 4 10 10 4 , Epoch:1, Support: 12
4 4 10 10 10 4 10 10 10 , Epoch:1, Support: 12
4 4 10 10 10 10 4 4 4 , Epoch:1, Support: 12
4 4 10 10 10 10 4 4 10 , Epoch:1, Support: 12
4 4 10 10 10 10 4 10 4 , Epoch:1, Support: 12
4 4 10 10 10 10 4 10 10 , Epoch:1, Support: 12
4 4 10 10 10 10 10 4 4 , Epoch:1, Support: 12
4 4 10 10 10 10 10 4 10 , Epoch:1, Support: 12
4 4 10 10 10 10 10 10 4 , Epoch:1, Support: 12
4 4 10 10 10 10 10 10 10 , Epoch:1, Support: 12
4 6 4 , Epoch:7, Support: 36
4 6 6 , Epoch:7, Support: 36
4 6 6 6 , Epoch:6, Support: 36
4 6 6 6 6 , Epoch:5, Support: 17
4 10 4 4 4 4 4 4 4 , Epoch:1, Support: 12
4 10 4 4 4 4 4 4 4 4 , Epoch:0, Support: 12
4 10 4 4 4 4 4 4 4 10 , Epoch:0, Support: 12
4 10 4 4 4 4 4 4 10 , Epoch:1, Support: 12
4 10 4 4 4 4 4 4 10 4 , Epoch:0, Support: 12
4 10 4 4 4 4 4 4 10 10 , Epoch:0, Support: 12
4 10 4 4 4 4 4 10 4 , Epoch:1, Support: 12
4 10 4 4 4 4 4 10 4 4 , Epoch:0, Support: 12
4 10 4 4 4 4 4 10 4 10 , Epoch:0, Support: 12
4 10 4 4 4 4 4 10 10 , Epoch:1, Support: 12
4 10 4 4 4 4 4 10 10 4 , Epoch:0, Support: 12
4 10 4 4 4 4 4 10 10 10 , Epoch:0, Support: 12
4 10 4 4 4 4 10 4 4 , Epoch:1, Support: 12
4 10 4 4 4 4 10 4 4 4 , Epoch:0, Support: 12
4 10 4 4 4 4 10 4 4 10 , Epoch:0, Support: 12
4 10 4 4 4 4 10 4 10 , Epoch:1, Support: 12
4 10 4 4 4 4 10 4 10 4 , Epoch:0, Support: 12
4 10 4 4 4 4 10 4 10 10 , Epoch:0, Support: 12
4 10 4 4 4 4 10 10 4 , Epoch:1, Support: 12
4 10 4 4 4 4 10 10 4 4 , Epoch:0, Support: 12
4 10 4 4 4 4 10 10 4 10 , Epoch:0, Support: 12
4 10 4 4 4 4 10 10 10 , Epoch:1, Support: 12
4 10 4 4 4 4 10 10 10 4 , Epoch:0, Support: 12
4 10 4 4 4 4 10 10 10 10 , Epoch:0, Support: 12
4 10 4 4 4 10 4 4 4 , Epoch:1, Support: 12
4 10 4 4 4 10 4 4 4 4 , Epoch:0, Support: 12
4 10 4 4 4 10 4 4 4 10 , Epoch:0, Support: 12
4 10 4 4 4 10 4 4 10 , Epoch:1, Support: 12
4 10 4 4 4 10 4 4 10 4 , Epoch:0, Support: 12
4 10 4 4 4 10 4 4 10 10 , Epoch:0, Support: 12
4 10 4 4 4 10 4 10 4 , Epoch:1, Support: 12
4 10 4 4 4 10 4 10 4 4 , Epoch:0, Support: 12
4 10 4 4 4 10 4 10 4 10 , Epoch:0, Support: 12
4 10 4 4 4 10 4 10 10 , Epoch:1, Support: 12
4 10 4 4 4 10 4 10 10 4 , Epoch:0, Support: 12
4 10 4 4 4 10 4 10 10 10 , Epoch:0, Support: 12
4 10 4 4 4 10 10 4 4 , Epoch:1, Support: 12
4 10 4 4 4 10 10 4 4 4 , Epoch:0, Support: 12
4 10 4 4 4 10 10 4 4 10 , Epoch:0, Support: 12
4 10 4 4 4 10 10 4 10 , Epoch:1, Support: 12
4 10 4 4 4 10 10 4 10 4 , Epoch:0, Support: 12
4 10 4 4 4 10 10 4 10 10 , Epoch:0, Support: 12
4 10 4 4 4 10 10 10 4 , Epoch:1, Support: 12
4 10 4 4 4 10 10 10 4 4 , Epoch:0, Support: 12
4 10 4 4 4 10 10 10 4 10 , Epoch:0, Support: 12
4 10 4 4 4 10 10 10 10 , Epoch:1, Support: 12
4 10 4 4 4 10 10 10 10 4 , Epoch:0, Support: 12
4 10 4 4 4 10 10 10 10 10 , Epoch:0, Support: 12
4 10 4 4 10 4 4 4 4 , Epoch:1, Support: 12
4 10 4 4 10 4 4 4 4 4 , Epoch:0, Support: 12
4 10 4 4 10 4 4 4 4 10 , Epoch:0, Support: 12
4 10 4 4 10 4 4 4 10 , Epoch:1, Support: 12
4 10 4 4 10 4 4 4 10 4 , Epoch:0, Support: 12
4 10 4 4 10 4 4 4 10 10 , Epoch:0, Support: 12
4 10 4 4 10 4 4 10 4 , Epoch:1, Support: 12
4 10 4 4 10 4 4 10 4 4 , Epoch:0, Support: 12
4 10 4 4 10 4 4 10 4 10 , Epoch:0, Support: 12
4 10 4 4 10 4 4 10 10 , Epoch:1, Support: 12
4 10 4 4 10 4 4 10 10 4 , Epoch:0, Support: 12
4 10 4 4 10 4 4 10 10 10 , Epoch:0, Support: 12
4 10 4 4 10 4 10 4 4 , Epoch:1, Support: 12
4 10 4 4 10 4 10 4 4 4 , Epoch:0, Support: 12
4 10 4 4 10 4 10 4 4 10 , Epoch:0, Support: 12
4 10 4 4 10 4 10 4 10 , Epoch:1, Support: 12
4 10 4 4 10 4 10 4 10 4 , Epoch:0, Support: 12
4 10 4 4 10 4 10 4 10 10 , Epoch:0, Support: 12
4 10 4 4 10 4 10 10 4 , Epoch:1, Support: 12
4 10 4 4 10 4 10 10 4 4 , Epoch:0, Support: 12
4 10 4 4 10 4 10 10 4 10 , Epoch:0, Support: 12
4 10 4 4 10 4 10 10 10 , Epoch:1, Support: 12
4 10 4 4 10 4 10 10 10 4 , Epoch:0, Support: 12
4 10 4 4 10 4 10 10 10 10 , Epoch:0, Support: 12
4 10 4 4 10 10 4 4 4 , Epoch:1, Support: 12
4 10 4 4 10 10 4 4 4 4 , Epoch:0, Support: 12
4 10 4 4 10 10 4 4 4 10 , Epoch:0, Support: 12
4 10 4 4 10 10 4 4 10 , Epoch:1, Support: 12
4 10 4 4 10 10 4 4 10 4 , Epoch:0, Support: 12
4 10 4 4 10 10 4 4 10 10 , Epoch:0, Support: 12
4 10 4 4 10 10 4 10 4 , Epoch:1, Support: 12
4 10 4 4 10 10 4 10 4 4 , Epoch:0, Support: 12
4 10 4 4 10 10 4 10 4 10 , Epoch:0, Support: 12
4 10 4 4 10 10 4 10 10 , Epoch:1, Support: 12
4 10 4 4 10 10 4 10 10 4 , Epoch:0, Support: 12
4 10 4 4 10 10 4 10 10 10 , Epoch:0, Support: 12
4 10 4 4 10 10 10 4 4 , Epoch:1, Support: 12
4 10 4 4 10 10 10 4 4 4 , Epoch:0, Support: 12
4 10 4 4 10 10 10 4 4 10 , Epoch:0, Support: 12
4 10 4 4 10 10 10 4 10 , Epoch:1, Support: 12
4 10 4 4 10 10 10 4 10 4 , Epoch:0, Support: 12
4 10 4 4 10 10 10 4 10 10 , Epoch:0, Support: 12
4 10 4 4 10 10 10 10 4 , Epoch:1, Support: 12
4 10 4 4 10 10 10 10 4 4 , Epoch:0, Support: 12
4 10 4 4 10 10 10 10 4 10 , Epoch:0, Support: 12
4 10 4 4 10 10 10 10 10 , Epoch:1, Support: 12
4 10 4 4 10 10 10 10 10 4 , Epoch:0, Support: 12
4 10 4 4 10 10 10 10 10 10 , Epoch:0, Support: 12
4 10 4 10 4 4 4 4 4 , Epoch:1, Support: 12
4 10 4 10 4 4 4 4 4 4 , Epoch:0, Support: 12
4 10 4 10 4 4 4 4 4 10 , Epoch:0, Support: 12
4 10 4 10 4 4 4 4 10 , Epoch:1, Support: 12
4 10 4 10 4 4 4 4 10 4 , Epoch:0, Support: 12
4 10 4 10 4 4 4 4 10 10 , Epoch:0, Support: 12
4 10 4 10 4 4 4 10 4 , Epoch:1, Support: 12
4 10 4 10 4 4 4 10 4 4 , Epoch:0, Support: 12
4 10 4 10 4 4 4 10 4 10 , Epoch:0, Support: 12
4 10 4 10 4 4 4 10 10 , Epoch:1, Support: 12
4 10 4 10 4 4 4 10 10 4 , Epoch:0, Support: 12
4 10 4 10 4 4 4 10 10 10 , Epoch:0, Support: 12
4 10 4 10 4 4 10 4 4 , Epoch:1, Support: 12
4 10 4 10 4 4 10 4 4 4 , Epoch:0, Support: 12
4 10 4 10 4 4 10 4 4 10 , Epoch:0, Support: 12
4 10 4 10 4 4 10 4 10 , Epoch:1, Support: 12
4 10 4 10 4 4 10 4 10 4 , Epoch:0, Support: 12
4 10 4 10 4 4 10 4 10 10 , Epoch:0, Support: 12
4 10 4 10 4 4 10 10 4 , Epoch:1, Support: 12
4 10 4 10 4 4 10 10 4 4 , Epoch:0, Support: 12
4 10 4 10 4 4 10 10 4 10 , Epoch:0, Support: 12
4 10 4 10 4 4 10 10 10 , Epoch:1, Support: 12
4 10 4 10 4 4 10 10 10 4 , Epoch:0, Support: 12
4 10 4 10 4 4 10 10 10 10 , Epoch:0, Support: 12
4 10 4 10 4 10 4 4 4 , Epoch:1, Support: 12
4 10 4 10 4 10 4 4 4 4 , Epoch:0, Support: 12
4 10 4 10 4 10 4 4 4 10 , Epoch:0, Support: 12
4 10 4 10 4 10 4 4 10 , Epoch:1, Support: 12
4 10 4 10 4 10 4 4 10 4 , Epoch:0, Support: 12
4 10 4 10 4 10 4 4 10 10 , Epoch:0, Support: 12
4 10 4 10 4 10 4 10 4 , Epoch:1, Support: 12
4 10 4 10 4 10 4 10 4 4 , Epoch:0, Support: 12
4 10 4 10 4 10 4 10 4 10 , Epoch:0, Support: 12
4 10 4 10 4 10 4 10 10 , Epoch:1, Support: 12
4 10 4 10 4 10 4 10 10 4 , Epoch:0, Support: 12
4 10 4 10 4 10 4 10 10 10 , Epoch:0, Support: 12
4 10 4 10 4 10 10 4 4 , Epoch:1, Support: 12
4 10 4 10 4 10 10 4 4 4 , Epoch:0, Support: 12
4 10 4 10 4 10 10 4 4 10 , Epoch:0, Support: 12
4 10 4 10 4 10 10 4 10 , Epoch:1, Support: 12
4 10 4 10 4 10 10 4 10 4 , Epoch:0, Support: 12
4 10 4 10 4 10 10 4 10 10 , Epoch:0, Support: 12
4 10 4 10 4 10 10 10 4 , Epoch:1, Support: 12
4 10 4 10 4 10 10 10 4 4 , Epoch:0, Support: 12
4 10 4 10 4 10 10 10 4 10 , Epoch:0, Support: 12
4 10 4 10 4 10 10 10 10 , Epoch:1, Support: 12
4 10 4 10 4 10 10 10 10 4 , Epoch:0, Support: 12
4 10 4 10 4 10 10 10 10 10 , Epoch:0, Support: 12
4 10 4 10 10 4 4 4 4 , Epoch:1, Support: 12
4 10 4 10 10 4 4 4 4 4 , Epoch:0, Support: 12
4 10 4 10 10 4 4 4 4 10 , Epoch:0, Support: 12
4 10 4 10 10 4 4 4 10 , Epoch:1, Support: 12
4 10 4 10 10 4 4 4 10 4 , Epoch:0, Support: 12
4 10 4 10 10 4 4 4 10 10 , Epoch:0, Support: 12
4 10 4 10 10 4 4 10 4 , Epoch:1, Support: 12
4 10 4 10 10 4 4 10 4 4 , Epoch:0, Support: 12
4 10 4 10 10 4 4 10 4 10 , Epoch:0, Support: 12
4 10 4 10 10 4 4 10 10 , Epoch:1, Support: 12
4 10 4 10 10 4 4 10 10 4 , Epoch:0, Support: 12
4 10 4 10 10 4 4 10 10 10 , Epoch:0, Support: 12
4 10 4 10 10 4 10 4 4 , Epoch:1, Support: 12
4 10 4 10 10 4 10 4 4 4 , Epoch:0, Support: 12
4 10 4 10 10 4 10 4 4 10 , Epoch:0, Support: 12
4 10 4 10 10 4 10 4 10 , Epoch:1, Support: 12
4 10 4 10 10 4 10 4 10 4 , Epoch:0, Support: 12
4 10 4 10 10 4 10 4 10 10 , Epoch:0, Support: 12
4 10 4 10 10 4 10 10 4 , Epoch:1, Support: 12
4 10 4 10 10 4 10 10 4 4 , Epoch:0, Support: 12
4 10 4 10 10 4 10 10 4 10 , Epoch:0, Support: 12
4 10 4 10 10 4 10 10 10 , Epoch:1, Support: 12
4 10 4 10 10 4 10 10 10 4 , Epoch:0, Support: 12
4 10 4 10 10 4 10 10 10 10 , Epoch:0, Support: 12
4 10 4 10 10 10 4 4 4 , Epoch:1, Support: 12
4 10 4 10 10 10 4 4 4 4 , Epoch:0, Support: 12
4 10 4 10 10 10 4 4 4 10 , Epoch:0, Support: 12
4 10 4 10 10 10 4 4 10 , Epoch:1, Support: 12
4 10 4 10 10 10 4 4 10 4 , Epoch:0, Support: 12
4 10 4 10 10 10 4 4 10 10 , Epoch:0, Support: 12
4 10 4 10 10 10 4 10 4 , Epoch:1, Support: 12
4 10 4 10 10 10 4 10 4 4 , Epoch:0, Support: 12
4 10 4 10 10 10 4 10 4 10 , Epoch:0, Support: 12
4 10 4 10 10 10 4 10 10 , Epoch:1, Support: 12
4 10 4 10 10 10 4 10 10 4 , Epoch:0, Support: 12
4 10 4 10 10 10 4 10 10 10 , Epoch:0, Support: 12
4 10 4 10 10 10 10 4 4 , Epoch:1, Support: 12
4 10 4 10 10 10 10 4 4 4 , Epoch:0, Support: 12
4 10 4 10 10 10 10 4 4 10 , Epoch:0, Support: 12
4 10 4 10 10 10 10 4 10 , Epoch:1, Support: 12
4 10 4 10 10 10 10 4 10 4 , Epoch:0, Support: 12
4 10 4 10 10 10 10 4 10 10 , Epoch:0, Support: 12
4 10 4 10 10 10 10 10 4 , Epoch:1, Support: 12
4 10 4 10 10 10 10 10 4 4 , Epoch:0, Support: 12
4 10 4 10 10 10 10 10 4 10 , Epoch:0, Support: 12
4 10 4 10 10 10 10 10 10 , Epoch:1, Support: 12
4 10 4 10 10 10 10 10 10 4 , Epoch:0, Support: 12
4 10 4 10 10 10 10 10 10 10 , Epoch:0, Support: 12
4 10 10 4 4 4 4 4 4 , Epoch:1, Support: 12
4 10 10 4 4 4 4 4 4 4 , Epoch:0, Support: 12
4 10 10 4 4 4 4 4 4 10 , Epoch:0, Support: 12
4 10 10 4 4 4 4 4 10 , Epoch:1, Support: 12
4 10 10 4 4 4 4 4 10 4 , Epoch:0, Support: 12
4 10 10 4 4 4 4 4 10 10 , Epoch:0, Support: 12
4 10 10 4 4 4 4 10 4 , Epoch:1, Support: 12
4 10 10 4 4 4 4 10 4 4 , Epoch:0, Support: 12
4 10 10 4 4 4 4 10 4 10 , Epoch:0, Support: 12
4 10 10 4 4 4 4 10 10 , Epoch:1, Support: 12
4 10 10 4 4 4 4 10 10 4 , Epoch:0, Support: 12
4 10 10 4 4 4 4 10 10 10 , Epoch:0, Support: 12
4 10 10 4 4 4 10 4 4 , Epoch:1, Support: 12
4 10 10 4 4 4 10 4 4 4 , Epoch:0, Support: 12
4 10 10 4 4 4 10 4 4 10 , Epoch:0, Support: 12
4 10 10 4 4 4 10 4 10 , Epoch:1, Support: 12
4 10 10 4 4 4 10 4 10 4 , Epoch:0, Support: 12
4 10 10 4 4 4 10 4 10 10 , Epoch:0, Support: 12
4 10 10 4 4 4 10 10 4 , Epoch:1, Support: 12
4 10 10 4 4 4 10 10 4 4 , Epoch:0, Support: 12
4 10 10 4 4 4 10 10 4 10 , Epoch:0, Support: 12
4 10 10 4 4 4 10 10 10 , Epoch:1, Support: 12
4 10 10 4 4 4 10 10 10 4 , Epoch:0, Support: 12
4 10 10 4 4 4 10 10 10 10 , Epoch:0, Support: 12
4 10 10 4 4 10 4 4 4 , Epoch:1, Support: 12
4 10 10 4 4 10 4 4 4 4 , Epoch:0, Support: 12
4 10 10 4 4 10 4 4 4 10 , Epoch:0, Support: 12
4 10 10 4 4 10 4 4 10 , Epoch:1, Support: 12
4 10 10 4 4 10 4 4 10 4 , Epoch:0, Support: 12
4 10 10 4 4 10 4 4 10 10 , Epoch:0, Support: 12
4 10 10 4 4 10 4 10 4 , Epoch:1, Support: 12
4 10 10 4 4 10 4 10 4 4 , Epoch:0, Support: 12
4 10 10 4 4 10 4 10 4 10 , Epoch:0, Support: 12
4 10 10 4 4 10 4 10 10 , Epoch:1, Support: 12
4 10 10 4 4 10 4 10 10 4 , Epoch:0, Support: 12
4 10 10 4 4 10 4 10 10 10 , Epoch:0, Support: 12
4 10 10 4 4 10 10 4 4 , Epoch:1, Support: 12
4 10 10 4 4 10 10 4 4 4 , Epoch:0, Support: 12
4 10 10 4 4 10 10 4 4 10 , Epoch:0, Support: 12
4 10 10 4 4 10 10 4 10 , Epoch:1, Support: 12
4 10 10 4 4 10 10 4 10 4 , Epoch:0, Support: 12
4 10 10 4 4 10 10 4 10 10 , Epoch:0, Support: 12
4 10 10 4 4 10 10 10 4 , Epoch:1, Support: 12
4 10 10 4 4 10 10 10 4 4 , Epoch:0, Support: 12
4 10 10 4 4 10 10 10 4 10 , Epoch:0, Support: 12
4 10 10 4 4 10 10 10 10 , Epoch:1, Support: 12
4 10 10 4 4 10 10 10 10 4 , Epoch:0, Support: 12
4 10 10 4 4 10 10 10 10 10 , Epoch:0, Support: 12
4 10 10 4 10 4 4 4 4 , Epoch:1, Support: 12
4 10 10 4 10 4 4 4 4 4 , Epoch:0, Support: 12
4 10 10 4 10 4 4 4 4 10 , Epoch:0, Support: 12
4 10 10 4 10 4 4 4 10 , Epoch:1, Support: 12
4 10 10 4 10 4 4 4 10 4 , Epoch:0, Support: 12
4 10 10 4 10 4 4 4 10 10 , Epoch:0, Support: 12
4 10 10 4 10 4 4 10 4 , Epoch:1, Support: 12
4 10 10 4 10 4 4 10 4 4 , Epoch:0, Support: 12
4 10 10 4 10 4 4 10 4 10 , Epoch:0, Support: 12
4 10 10 4 10 4 4 10 10 , Epoch:1, Support: 12
4 10 10 4 10 4 4 10 10 4 , Epoch:0, Support: 12
4 10 10 4 10 4 4 10 10 10 , Epoch:0, Support: 12
4 10 10 4 10 4 10 4 4 , Epoch:1, Support: 12
4 10 10 4 10 4 10 4 4 4 , Epoch:0, Support: 12
4 10 10 4 10 4 10 4 4 10 , Epoch:0, Support: 12
4 10 10 4 10 4 10 4 10 , Epoch:1, Support: 12
4 10 10 4 10 4 10 4 10 4 , Epoch:0, Support: 12
4 10 10 4 10 4 10 4 10 10 , Epoch:0, Support: 12
4 10 10 4 10 4 10 10 4 , Epoch:1, Support: 12
4 10 10 4 10 4 10 10 4 4 , Epoch:0, Support: 12
