1 1 1 1 , Epoch:9, Support: 84
1 1 1 1 1 1 1 1 1 1 , Epoch:0, Support: 204
2 2 2 , Epoch:6, Support: 56
2 2 2 2 2 , Epoch:2, Support: 300
2 2 2 2 2 , Epoch:25, Support: 1604
2 2 2 2 2 2 2 2 , Epoch:22, Support: 1560
3 3 3 , Epoch:5, Support: 1242
3 3 3 , Epoch:12, Support: 594
3 3 3 3 3 3 , Epoch:24, Support: 48
3 3 3 3 3 3 3 , Epoch:15, Support: 720
3 3 3 3 3 3 3 3 , Epoch:16, Support: 624
4 4 4 4 4 4 4 4 , Epoch:3, Support: 1140
4 4 4 4 4 4 4 4 4 , Epoch:8, Support: 165
4 6 6 6 , Epoch:10, Support: 4
5 5 5 , Epoch:27, Support: 182
6 6 6 , Epoch:11, Support: 2072
6 6 6 , Epoch:13, Support: 145
6 6 6 6 6 , Epoch:23, Support: 1188
6 6 6 6 6 6 6 , Epoch:19, Support: 1088
7 7 7 7 , Epoch:26, Support: 53
7 7 7 7 7 7 7 7 7 , Epoch:10, Support: 123
8 8 8 8 8 8 , Epoch:17, Support: 315
8 8 8 8 8 8 8 8 , Epoch:4, Support: 260
8 8 8 8 8 8 8 8 8 8 , Epoch:20, Support: 184
9 9 9 9 9 9 9 9 9 9 , Epoch:7, Support: 456
10 10 10 10 10 10 10 10 10 , Epoch:21, Support: 1008
10 10 10 10 10 10 10 10 10 10 , Epoch:14, Support: 208
