1 1 1 , Epoch:7, Support: 1001
4 4 4 4 4 , Epoch:5, Support: 2374
4 4 4 4 4 4 4 4 , Epoch:2, Support: 1606
6 6 6 , Epoch:4, Support: 1007
8 8 8 8 , Epoch:6, Support: 324
8 8 8 8 8 , Epoch:0, Support: 858
9 9 9 9 4 4 4 4 4 , Epoch:1, Support: 17
9 9 9 9 4 4 4 4 9 , Epoch:1, Support: 17
9 9 9 9 4 4 4 9 4 , Epoch:1, Support: 17
9 9 9 9 4 4 4 9 9 , Epoch:1, Support: 17
9 9 9 9 4 4 9 4 4 , Epoch:1, Support: 17
9 9 9 9 4 4 9 4 9 , Epoch:1, Support: 17
9 9 9 9 4 4 9 9 4 , Epoch:1, Support: 17
9 9 9 9 4 4 9 9 9 , Epoch:1, Support: 17
9 9 9 9 4 9 4 4 4 , Epoch:1, Support: 17
9 9 9 9 4 9 4 4 9 , Epoch:1, Support: 17
9 9 9 9 4 9 4 9 4 , Epoch:1, Support: 17
9 9 9 9 4 9 4 9 9 , Epoch:1, Support: 17
9 9 9 9 4 9 9 4 4 , Epoch:1, Support: 17
9 9 9 9 4 9 9 4 9 , Epoch:1, Support: 17
9 9 9 9 4 9 9 9 4 , Epoch:1, Support: 17
9 9 9 9 4 9 9 9 9 , Epoch:1, Support: 17
9 9 9 9 9 4 4 4 4 , Epoch:1, Support: 17
9 9 9 9 9 4 4 4 9 , Epoch:1, Support: 17
9 9 9 9 9 4 4 9 4 , Epoch:1, Support: 17
9 9 9 9 9 4 4 9 9 , Epoch:1, Support: 17
9 9 9 9 9 4 9 4 4 , Epoch:1, Support: 17
9 9 9 9 9 4 9 4 9 , Epoch:1, Support: 17
9 9 9 9 9 4 9 9 4 , Epoch:1, Support: 17
9 9 9 9 9 4 9 9 9 , Epoch:1, Support: 17
9 9 9 9 9 9 4 4 4 , Epoch:1, Support: 17
9 9 9 9 9 9 4 4 9 , Epoch:1, Support: 17
9 9 9 9 9 9 4 9 4 , Epoch:1, Support: 17
9 9 9 9 9 9 4 9 9 , Epoch:1, Support: 17
9 9 9 9 9 9 9 , Epoch:3, Support: 1250
9 9 9 9 9 9 9 4 4 , Epoch:1, Support: 17
9 9 9 9 9 9 9 4 9 , Epoch:1, Support: 17
9 9 9 9 9 9 9 9 4 , Epoch:1, Support: 17
9 9 9 9 9 9 9 9 9 , Epoch:1, Support: 444
