1 1 1 1 1 1 , Epoch:4, Support: 252
3 3 3 3 , Epoch:3, Support: 44
3 3 3 3 , Epoch:6, Support: 1400
5 5 5 5 , Epoch:1, Support: 240
9 9 9 , Epoch:7, Support: 1974
9 9 9 9 3 3 3 3 , Epoch:2, Support: 9
9 9 9 9 9 9 3 3 3 3 , Epoch:0, Support: 8
9 9 9 9 9 9 3 3 3 9 , Epoch:0, Support: 8
9 9 9 9 9 9 3 3 9 3 , Epoch:0, Support: 8
9 9 9 9 9 9 3 3 9 9 , Epoch:0, Support: 8
9 9 9 9 9 9 3 9 3 3 , Epoch:0, Support: 8
9 9 9 9 9 9 3 9 3 9 , Epoch:0, Support: 8
9 9 9 9 9 9 3 9 9 3 , Epoch:0, Support: 8
9 9 9 9 9 9 3 9 9 9 , Epoch:0, Support: 8
9 9 9 9 9 9 9 3 3 3 , Epoch:0, Support: 8
9 9 9 9 9 9 9 3 3 9 , Epoch:0, Support: 8
9 9 9 9 9 9 9 3 9 3 , Epoch:0, Support: 8
9 9 9 9 9 9 9 3 9 9 , Epoch:0, Support: 8
9 9 9 9 9 9 9 9 3 3 , Epoch:0, Support: 8
9 9 9 9 9 9 9 9 3 9 , Epoch:0, Support: 8
9 9 9 9 9 9 9 9 9 3 , Epoch:0, Support: 8
9 9 9 9 9 9 9 9 9 9 , Epoch:0, Support: 1350
