1 3 3 3 , Epoch:6, Support: 6
1 3 3 3 3 , Epoch:5, Support: 6
2 2 2 2 2 , Epoch:5, Support: 756
2 2 2 2 2 2 2 2 , Epoch:2, Support: 224
3 3 3 , Epoch:7, Support: 4332
3 3 3 3 , Epoch:6, Support: 3920
3 3 4 , Epoch:7, Support: 14
3 3 7 , Epoch:7, Support: 16
3 7 3 , Epoch:7, Support: 16
3 7 7 , Epoch:7, Support: 16
6 5 5 5 5 5 6 6 6 6 , Epoch:0, Support: 8
6 5 5 5 5 6 6 6 6 6 , Epoch:0, Support: 8
6 5 5 5 6 6 6 6 6 6 , Epoch:0, Support: 8
6 5 5 6 6 6 6 6 6 6 , Epoch:0, Support: 8
6 5 6 5 5 5 6 6 6 6 , Epoch:0, Support: 8
6 5 6 5 5 6 6 6 6 6 , Epoch:0, Support: 8
6 5 6 6 6 6 6 6 6 6 , Epoch:0, Support: 8
6 6 5 5 5 5 6 6 6 6 , Epoch:0, Support: 8
6 6 5 5 5 6 6 6 6 6 , Epoch:0, Support: 8
6 6 5 5 6 5 6 6 6 6 , Epoch:0, Support: 8
6 6 5 5 6 6 6 6 6 6 , Epoch:0, Support: 8
6 6 5 6 5 5 6 6 6 6 , Epoch:0, Support: 8
6 6 5 6 5 6 6 6 6 6 , Epoch:0, Support: 8
6 6 5 6 6 6 6 6 6 6 , Epoch:0, Support: 8
6 6 6 5 5 5 6 6 6 6 , Epoch:0, Support: 8
6 6 6 5 5 6 6 6 6 6 , Epoch:0, Support: 8
6 6 6 5 6 5 6 6 6 6 , Epoch:0, Support: 8
6 6 6 5 6 6 6 6 6 6 , Epoch:0, Support: 8
6 6 6 6 5 5 6 6 6 6 , Epoch:0, Support: 8
6 6 6 6 5 6 6 6 6 6 , Epoch:0, Support: 8
6 6 6 6 6 5 6 6 6 6 , Epoch:0, Support: 8
6 6 6 6 6 6 3 3 3 3 , Epoch:0, Support: 18
6 6 6 6 6 6 3 3 3 6 , Epoch:0, Support: 18
6 6 6 6 6 6 3 3 6 3 , Epoch:0, Support: 18
6 6 6 6 6 6 3 3 6 6 , Epoch:0, Support: 18
6 6 6 6 6 6 3 6 3 3 , Epoch:0, Support: 18
6 6 6 6 6 6 3 6 3 6 , Epoch:0, Support: 18
6 6 6 6 6 6 3 6 6 3 , Epoch:0, Support: 18
6 6 6 6 6 6 3 6 6 6 , Epoch:0, Support: 18
6 6 6 6 6 6 6 3 3 3 , Epoch:0, Support: 18
6 6 6 6 6 6 6 3 3 6 , Epoch:0, Support: 18
6 6 6 6 6 6 6 3 6 3 , Epoch:0, Support: 18
6 6 6 6 6 6 6 3 6 6 , Epoch:0, Support: 18
6 6 6 6 6 6 6 6 3 3 , Epoch:0, Support: 18
6 6 6 6 6 6 6 6 3 6 , Epoch:0, Support: 18
6 6 6 6 6 6 6 6 6 3 , Epoch:0, Support: 18
6 6 6 6 6 6 6 6 6 6 , Epoch:0, Support: 2176
7 7 7 7 7 7 , Epoch:4, Support: 234
