8 8 8 8, Epoch:4, Support: 1075
8 8 8 4, Epoch:4, Support: 15
1 1 1 1 1 1, Epoch:5, Support: 619
10 10 10 10, Epoch:5, Support: 1414
4 4 4 4, Epoch:7, Support: 5716
4 8 4 8, Epoch:7, Support: 8
8 4 4, Epoch:7, Support: 6
9 4 4 9, Epoch:7, Support: 19
9 9 4 9 4, Epoch:7, Support: 12
8 4 4 4, Epoch:7, Support: 15
8 8 4, Epoch:7, Support: 16
7 7 7, Epoch:9, Support: 1637
7 2 7, Epoch:9, Support: 7
7 7 2, Epoch:9, Support: 7
9 9 9 9 7 7 9, Epoch:9, Support: 4
9 9 9 9 9 7 9, Epoch:9, Support: 7
4 4 8 8 8 8, Epoch:9, Support: 6
7 9 7, Epoch:9, Support: 7
4 4 4 8 8 8, Epoch:9, Support: 15
4 8 4 8 8, Epoch:9, Support: 8
8 8 8 8 8, Epoch:9, Support: 2865
4 9 4 9 9 9, Epoch:9, Support: 12
3 3 3 3, Epoch:9, Support: 158
8 8 8 2 2, Epoch:9, Support: 10
9 4 9 9 4 9 9, Epoch:9, Support: 19
9 9 9 9 9 9 9, Epoch:9, Support: 3298
4 4 4 4 2 2, Epoch:9, Support: 48
9 9 7, Epoch:9, Support: 4
9 9 9 9 9, Epoch:9, Support: 4
9 9 9 9 9 2 9, Epoch:9, Support: 7
