1 1 1 1 1 1 , Epoch:0, Support: 624
3 3 3 3 , Epoch:6, Support: 160
4 4 4 4 2 2 , Epoch:4, Support: 48
4 8 8 8 8 , Epoch:5, Support: 32
4 8 8 8 8 8 , Epoch:4, Support: 32
7 2 2 , Epoch:7, Support: 14
7 2 7 , Epoch:7, Support: 14
7 7 2 , Epoch:7, Support: 14
7 7 7 , Epoch:7, Support: 1664
8 4 4 8 8 , Epoch:5, Support: 32
8 4 8 8 8 , Epoch:5, Support: 32
8 8 4 8 8 , Epoch:5, Support: 32
8 8 8 2 2 , Epoch:5, Support: 13
8 8 8 2 8 , Epoch:5, Support: 13
8 8 8 4 4 4 4 , Epoch:1, Support: 22
8 8 8 8 2 , Epoch:5, Support: 13
8 8 8 8 4 4 4 , Epoch:1, Support: 22
8 8 8 8 8 , Epoch:5, Support: 2907
8 8 9 , Epoch:7, Support: 5
8 9 9 9 9 9 9 , Epoch:3, Support: 6
8 9 9 9 9 9 9 9 , Epoch:2, Support: 6
9 4 4 4 4 9 9 , Epoch:3, Support: 34
9 4 4 4 9 9 9 , Epoch:3, Support: 34
9 4 4 9 9 9 9 , Epoch:3, Support: 34
9 4 9 4 4 9 9 , Epoch:3, Support: 34
9 4 9 9 9 9 9 , Epoch:3, Support: 34
9 8 9 9 9 9 9 , Epoch:3, Support: 6
9 9 4 4 4 9 9 , Epoch:3, Support: 34
9 9 4 4 9 9 9 , Epoch:3, Support: 34
9 9 4 9 4 9 9 , Epoch:3, Support: 34
9 9 4 9 9 9 9 , Epoch:3, Support: 34
9 9 9 4 4 9 9 , Epoch:3, Support: 34
9 9 9 4 9 9 9 , Epoch:3, Support: 34
9 9 9 9 4 9 9 , Epoch:3, Support: 34
9 9 9 9 7 7 7 , Epoch:3, Support: 13
9 9 9 9 7 7 9 , Epoch:3, Support: 13
9 9 9 9 7 9 7 , Epoch:3, Support: 13
9 9 9 9 7 9 9 , Epoch:3, Support: 13
9 9 9 9 9 2 2 , Epoch:3, Support: 16
9 9 9 9 9 2 9 , Epoch:3, Support: 16
9 9 9 9 9 7 7 , Epoch:3, Support: 13
9 9 9 9 9 7 9 , Epoch:3, Support: 13
9 9 9 9 9 9 2 , Epoch:3, Support: 16
9 9 9 9 9 9 7 , Epoch:3, Support: 13
9 9 9 9 9 9 9 , Epoch:3, Support: 3360
10 10 10 10 , Epoch:2, Support: 1417
