1 1 1 1 1 , Epoch:28, Support: 12
5 10 10 10 10 , Epoch:42, Support: 5
5 10 10 10 10 10 , Epoch:41, Support: 5
5 10 10 10 10 10 10 10 , Epoch:36, Support: 4
5 10 10 10 10 10 10 10 , Epoch:37, Support: 4
5 10 10 10 10 10 10 10 , Epoch:38, Support: 4
5 10 10 10 10 10 10 10 , Epoch:39, Support: 4
6 5 5 5 5 5 , Epoch:71, Support: 6
6 5 5 5 6 6 , Epoch:40, Support: 4
6 5 5 5 6 6 , Epoch:54, Support: 4
6 5 5 6 5 5 , Epoch:71, Support: 6
6 5 5 6 6 6 , Epoch:54, Support: 4
6 5 6 5 5 5 , Epoch:71, Support: 6
6 5 6 6 6 6 , Epoch:54, Support: 4
6 6 5 5 5 5 , Epoch:71, Support: 6
6 6 5 5 5 6 , Epoch:39, Support: 4
6 6 5 5 6 6 , Epoch:40, Support: 4
6 6 5 5 6 6 6 , Epoch:39, Support: 4
6 6 5 5 6 6 6 , Epoch:54, Support: 4
6 6 5 6 5 5 , Epoch:71, Support: 6
6 6 5 6 5 6 , Epoch:39, Support: 4
6 6 5 6 6 6 6 , Epoch:54, Support: 4
6 6 6 , Epoch:48, Support: 702
6 6 6 5 5 5 , Epoch:71, Support: 6
6 6 6 5 5 6 , Epoch:38, Support: 4
6 6 6 5 5 6 , Epoch:39, Support: 4
6 6 6 5 6 6 , Epoch:40, Support: 4
6 6 6 5 6 6 6 , Epoch:39, Support: 4
6 6 6 5 6 6 6 6 , Epoch:38, Support: 4
6 6 6 5 6 6 6 6 , Epoch:54, Support: 4
6 6 6 6 4 4 4 , Epoch:36, Support: 4
6 6 6 6 5 5 , Epoch:71, Support: 6
6 6 6 6 5 6 , Epoch:38, Support: 4
6 6 6 6 5 6 , Epoch:39, Support: 4
6 6 6 6 5 6 5 , Epoch:37, Support: 4
6 6 6 6 6 4 4 , Epoch:36, Support: 4
6 6 6 6 6 5 5 5 , Epoch:36, Support: 4
6 6 6 6 6 6 , Epoch:19, Support: 328
6 6 6 6 6 6 4 , Epoch:36, Support: 4
6 6 6 6 6 6 5 5 , Epoch:36, Support: 4
6 6 6 6 6 6 6 5 , Epoch:36, Support: 4
6 6 6 6 6 6 6 6 , Epoch:54, Support: 450
6 6 6 6 6 6 6 6 6 6 , Epoch:23, Support: 27
6 8 8 8 8 , Epoch:57, Support: 8
6 8 8 8 8 8 , Epoch:56, Support: 8
6 10 10 10 10 10 10 , Epoch:42, Support: 4
6 10 10 10 10 10 10 10 , Epoch:41, Support: 4
7 7 5 5 5 5 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 5 5 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 5 5 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 5 5 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 5 7 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 5 7 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 5 7 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 7 5 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 7 5 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 7 5 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 7 5 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 5 5 7 7 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 5 5 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 5 5 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 5 5 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 5 5 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 5 7 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 5 7 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 5 7 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 7 5 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 7 5 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 7 5 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 5 7 7 5 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 , Epoch:63, Support: 544
7 7 7 , Epoch:80, Support: 1296
7 7 7 , Epoch:82, Support: 38
7 7 7 5 5 5 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 5 5 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 5 5 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 5 5 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 5 7 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 5 7 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 5 7 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 5 7 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 7 5 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 7 5 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 7 5 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 7 5 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 7 7 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 7 7 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 5 7 7 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 5 5 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 5 5 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 5 5 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 5 5 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 5 7 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 5 7 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 5 7 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 5 7 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 7 , Epoch:31, Support: 160
7 7 7 7 7 , Epoch:68, Support: 256
7 7 7 7 7 5 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 7 5 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 7 5 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 7 5 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 7 7 , Epoch:65, Support: 689
7 7 7 7 7 7 5 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 7 7 5 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 7 7 7 5 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 7 7 7 7 5 5 5 5 , Epoch:13, Support: 5
7 7 7 7 7 7 7 7 7 7 , Epoch:1, Support: 396
7 7 7 7 7 7 7 7 7 7 , Epoch:49, Support: 1188
8 6 6 6 6 , Epoch:57, Support: 8
8 6 6 6 8 , Epoch:57, Support: 8
8 6 6 8 6 , Epoch:57, Support: 8
8 6 6 8 8 , Epoch:57, Support: 8
8 6 8 6 6 , Epoch:57, Support: 8
8 6 8 6 8 , Epoch:57, Support: 8
8 6 8 8 8 , Epoch:57, Support: 8
8 8 3 3 3 3 3 3 3 3 3 , Epoch:64, Support: 6
8 8 6 6 6 , Epoch:57, Support: 8
8 8 6 6 8 , Epoch:57, Support: 8
8 8 6 8 6 , Epoch:57, Support: 8
8 8 6 8 8 , Epoch:57, Support: 8
8 8 8 3 3 3 3 3 3 3 3 , Epoch:64, Support: 6
8 8 8 6 6 , Epoch:57, Support: 8
8 8 8 6 8 , Epoch:57, Support: 8
8 8 8 8 3 3 3 3 3 3 3 , Epoch:64, Support: 4
8 8 8 8 6 , Epoch:57, Support: 8
8 8 8 8 8 , Epoch:7, Support: 988
8 8 8 8 8 , Epoch:57, Support: 660
8 8 8 8 8 3 3 3 3 3 3 , Epoch:64, Support: 4
8 8 8 8 8 8 3 3 3 3 3 , Epoch:64, Support: 4
8 8 8 8 8 8 8 , Epoch:60, Support: 276
8 8 8 8 8 8 8 8 8 , Epoch:47, Support: 627
9 4 4 4 , Epoch:56, Support: 4
9 4 4 9 , Epoch:56, Support: 4
9 4 9 4 , Epoch:56, Support: 4
9 4 9 9 , Epoch:56, Support: 4
9 8 8 8 8 8 , Epoch:56, Support: 4
9 8 8 9 8 8 , Epoch:56, Support: 4
9 8 9 8 8 8 , Epoch:56, Support: 4
9 8 9 9 8 8 , Epoch:56, Support: 4
9 9 4 4 , Epoch:56, Support: 4
9 9 4 9 , Epoch:56, Support: 4
9 9 8 8 8 8 , Epoch:56, Support: 4
9 9 8 9 8 8 , Epoch:56, Support: 4
9 9 9 4 , Epoch:56, Support: 4
9 9 9 8 8 8 , Epoch:56, Support: 4
9 9 9 9 , Epoch:81, Support: 143
9 9 9 9 8 8 8 8 8 8 8 , Epoch:56, Support: 4
9 9 9 9 9 , Epoch:58, Support: 329
9 9 9 9 9 9 9 9 , Epoch:26, Support: 30
9 9 9 9 9 9 9 9 , Epoch:29, Support: 644
9 9 9 9 9 9 9 9 9 9 , Epoch:4, Support: 1064
9 9 9 9 9 9 9 9 9 9 , Epoch:24, Support: 28
9 9 9 9 9 9 9 9 9 9 , Epoch:70, Support: 720
10 5 5 10 10 10 10 , Epoch:37, Support: 4
10 5 10 10 10 , Epoch:42, Support: 5
10 5 10 10 10 10 10 , Epoch:37, Support: 4
10 6 6 6 10 10 10 , Epoch:42, Support: 4
10 6 6 10 10 10 10 , Epoch:42, Support: 4
10 6 10 10 10 10 10 , Epoch:42, Support: 4
10 10 5 10 10 10 10 10 , Epoch:37, Support: 4
10 10 6 6 10 10 10 , Epoch:42, Support: 4
10 10 6 10 10 10 10 , Epoch:42, Support: 4
10 10 10 6 10 10 10 , Epoch:42, Support: 4
10 10 10 10 4 4 4 , Epoch:42, Support: 4
10 10 10 10 10 , Epoch:14, Support: 440
10 10 10 10 10 , Epoch:53, Support: 285
10 10 10 10 10 4 4 , Epoch:42, Support: 4
10 10 10 10 10 10 , Epoch:78, Support: 35
10 10 10 10 10 10 4 , Epoch:42, Support: 4
10 10 10 10 10 10 10 , Epoch:42, Support: 1519
10 10 10 10 10 10 10 10 , Epoch:8, Support: 215
10 10 10 10 10 10 10 10 10 10 , Epoch:37, Support: 407
