1 1 1 , Epoch:7, Support: 1038
3 1 1 1 , Epoch:6, Support: 4
3 1 1 3 , Epoch:6, Support: 4
3 1 3 1 , Epoch:6, Support: 4
3 1 3 3 , Epoch:6, Support: 4
3 3 1 1 , Epoch:6, Support: 4
3 3 1 3 , Epoch:6, Support: 4
3 3 3 1 , Epoch:6, Support: 4
3 3 3 3 , Epoch:6, Support: 672
6 6 6 1 1 1 , Epoch:4, Support: 10
6 6 6 1 1 6 , Epoch:4, Support: 10
6 6 6 1 6 1 , Epoch:4, Support: 10
6 6 6 1 6 6 , Epoch:4, Support: 10
6 6 6 6 1 1 , Epoch:4, Support: 10
6 6 6 6 1 6 , Epoch:4, Support: 10
6 6 6 6 6 1 , Epoch:4, Support: 10
6 6 6 6 6 6 , Epoch:4, Support: 1960
6 6 6 6 6 6 6 , Epoch:3, Support: 168
6 6 7 , Epoch:7, Support: 16
8 9 9 9 9 9 , Epoch:4, Support: 4
8 10 10 10 10 , Epoch:2, Support: 18
8 10 10 10 10 10 , Epoch:1, Support: 18
9 9 9 6 6 6 6 6 6 , Epoch:1, Support: 5
9 9 9 6 6 6 9 6 6 , Epoch:1, Support: 5
9 9 9 6 6 9 6 6 6 , Epoch:1, Support: 5
9 9 9 6 6 9 9 6 6 , Epoch:1, Support: 5
9 9 9 6 9 6 6 6 6 , Epoch:1, Support: 5
9 9 9 6 9 6 9 6 6 , Epoch:1, Support: 5
9 9 9 6 9 9 6 6 6 , Epoch:1, Support: 5
9 9 9 6 9 9 9 6 6 , Epoch:1, Support: 5
9 9 9 9 6 6 6 6 6 , Epoch:1, Support: 5
9 9 9 9 6 6 9 6 6 , Epoch:1, Support: 5
9 9 9 9 6 9 6 6 6 , Epoch:1, Support: 5
9 9 9 9 6 9 9 6 6 , Epoch:1, Support: 5
9 9 9 9 9 , Epoch:5, Support: 504
9 9 9 9 9 6 6 6 6 , Epoch:1, Support: 5
9 9 9 9 9 6 9 6 6 , Epoch:1, Support: 5
9 9 9 9 9 9 6 6 6 , Epoch:1, Support: 5
9 9 9 9 9 9 9 6 6 , Epoch:1, Support: 5
10 8 8 10 10 , Epoch:2, Support: 18
10 8 10 10 10 , Epoch:2, Support: 18
10 10 8 10 10 , Epoch:2, Support: 18
10 10 10 9 9 9 9 9 , Epoch:2, Support: 10
10 10 10 9 10 9 9 9 , Epoch:2, Support: 10
10 10 10 10 9 9 9 9 , Epoch:2, Support: 10
10 10 10 10 10 9 9 9 , Epoch:2, Support: 10
