3 3 3, Epoch:2, Support: 1217
1 1 1, Epoch:6, Support: 1041
5 5 5 5 5, Epoch:7, Support: 1067
3 3 3 5 5 5 5 5, Epoch:7, Support: 4
6 6 6 6 6 6 6 6 6, Epoch:9, Support: 140
4 4 4 4, Epoch:10, Support: 501
3 3 3 3 3, Epoch:10, Support: 1590
5 5 5 5 5 5 5 5 5, Epoch:10, Support: 104
3 3 3, Epoch:10, Support: 1395
6 6 6, Epoch:11, Support: 430
8 8 8 8 8 8 8, Epoch:11, Support: 710
5 5 5, Epoch:13, Support: 210
9 9 9 9, Epoch:16, Support: 405
9 9 9 9 9 9, Epoch:17, Support: 636
8 8 8, Epoch:18, Support: 130
6 6 6 6 6 6 6 6 6 6, Epoch:19, Support: 539
7 7 7 7 7, Epoch:19, Support: 992
8 8 8 8 8 8 8, Epoch:23, Support: 43
8 8 8 8 8 8 8 8 8 8, Epoch:23, Support: 1008
5 5 5 5 5, Epoch:24, Support: 412
7 7 7 7 7 7 7 7, Epoch:25, Support: 956
3 3 3 3 3, Epoch:25, Support: 517
8 8 8 8 8 8 8 8 8 8 3 3 3, Epoch:26, Support: 9
3 3 3, Epoch:26, Support: 1384
10 10 10 10 10 10 10 10 10, Epoch:27, Support: 228
9 9 9 9 9 9, Epoch:28, Support: 1248
8 8 8 8 8, Epoch:29, Support: 48
3 3 3 3, Epoch:29, Support: 116
2 2 2, Epoch:30, Support: 4
2 2 2 2 2 2 2 2 2, Epoch:30, Support: 438
1 1 1 1 1 1 1 1 1 1, Epoch:32, Support: 6
10 10 10 10 10 10, Epoch:32, Support: 382
2 2 7 7, Epoch:35, Support: 6
7 7 7 7 7, Epoch:35, Support: 1106
7 7 7 2 7, Epoch:35, Support: 20
2 2 2 2 2 2 2 2, Epoch:35, Support: 170
7 2 2 2 2, Epoch:35, Support: 4
7 2 2 2 7, Epoch:35, Support: 7
9 9 9 9 9 9 9 9, Epoch:37, Support: 155
8 8 8 8, Epoch:37, Support: 1265
3 3 3 3, Epoch:38, Support: 1897
1 1 1 1 1 1 1 1 1 1, Epoch:38, Support: 175
1 1 1 1, Epoch:39, Support: 635
2 2 2 2 2 2 2 2, Epoch:39, Support: 1503
7 7 7 7 2 2 2 2, Epoch:39, Support: 4
7 7 7 2 2 2 2 2, Epoch:39, Support: 7
7 7 7 2 2 2 2 2 2, Epoch:39, Support: 6
10 10 10 10 10 2 2 2 2 2 2 2 2, Epoch:39, Support: 9
2 2 7 2 2 2 2 2, Epoch:39, Support: 19
1 1 1 1 1 1 1 1, Epoch:40, Support: 485
1 1 1 1 1 1 1, Epoch:43, Support: 335
8 8 8, Epoch:43, Support: 1186
6 6 6 6, Epoch:45, Support: 1701
5 5 5 5 5 5, Epoch:45, Support: 287
9 9 9 9 9 9 9 9 9, Epoch:46, Support: 644
2 2 2 2 2 2 2 2, Epoch:46, Support: 289
9 9 9, Epoch:46, Support: 5
8 8 8 8, Epoch:47, Support: 42
7 7 7, Epoch:47, Support: 188
2 2 2 2, Epoch:50, Support: 11
2 2 2 2 2 2 2 2, Epoch:50, Support: 922
2 2 2 2 2 6 6 2, Epoch:50, Support: 4
2 2 6 6, Epoch:51, Support: 4
10 10 10, Epoch:51, Support: 380
6 6 6 6, Epoch:51, Support: 1436
3 3 3 3 3 3 3, Epoch:52, Support: 982
9 9 9 9, Epoch:53, Support: 448
1 1 1, Epoch:54, Support: 575
10 10 10 10 10, Epoch:57, Support: 677
7 7 7 7 7 7, Epoch:59, Support: 220
6 6 6 6 6 6 6 6 6 6, Epoch:60, Support: 645
2 2 2 2 2, Epoch:61, Support: 263
1 1 1 1, Epoch:62, Support: 50
10 10 10, Epoch:63, Support: 4
10 10 10 10 10 10 10 10 10, Epoch:63, Support: 1467
3 3 3 3 3 3 3 3 3 3, Epoch:65, Support: 1213
3 3 3, Epoch:65, Support: 4
4 4 4 4 4 4 4 4, Epoch:66, Support: 4
4 4 4 4 4 4 4 4 4, Epoch:66, Support: 1271
7 7 7 7, Epoch:66, Support: 219
8 8 8 8 8 8 8, Epoch:67, Support: 130
6 6 6 6 6 6 6 6 6, Epoch:68, Support: 763
4 4 4, Epoch:70, Support: 54
6 6 6 6 6 6, Epoch:70, Support: 39
9 9 9, Epoch:71, Support: 273
10 10 10 10 10 10 10 10 10 10, Epoch:71, Support: 284
10 10 10 10 10 10 10 10 10 10, Epoch:73, Support: 307
2 2 2 2 2 2 2 2, Epoch:74, Support: 1031
6 6 6 6 6 6 6 6 6 6, Epoch:75, Support: 1028
2 2 2 2 2, Epoch:75, Support: 11
5 5 5 5, Epoch:79, Support: 1419
4 4 4 4 4, Epoch:79, Support: 1147
2 2 2 2 2 2, Epoch:79, Support: 851
8 8 8 8 8 8 8, Epoch:79, Support: 515
2 2 2 2 2 2 2 2, Epoch:79, Support: 722
7 7 7 7 7 7 7 7 7 7, Epoch:79, Support: 1164
1 1 1, Epoch:79, Support: 1361
