3 3 3 , Epoch:7, Support: 840
4 4 4 4 , Epoch:0, Support: 92
4 4 4 4 4 4 4 4 , Epoch:2, Support: 23
7 7 7 , Epoch:6, Support: 24
8 8 8 , Epoch:5, Support: 299
10 10 1 1 1 1 1 10 10 , Epoch:1, Support: 4
10 10 1 1 1 1 10 10 10 , Epoch:1, Support: 4
10 10 1 1 1 10 1 10 10 , Epoch:1, Support: 4
10 10 1 1 1 10 10 10 10 , Epoch:1, Support: 4
10 10 1 1 10 1 1 10 10 , Epoch:1, Support: 4
10 10 1 1 10 1 10 10 10 , Epoch:1, Support: 4
10 10 1 1 10 10 10 10 10 , Epoch:1, Support: 4
10 10 1 10 1 1 1 10 10 , Epoch:1, Support: 4
10 10 1 10 1 1 10 10 10 , Epoch:1, Support: 4
10 10 1 10 1 10 1 10 10 , Epoch:1, Support: 4
10 10 1 10 1 10 10 10 10 , Epoch:1, Support: 4
10 10 1 10 10 1 1 10 10 , Epoch:1, Support: 4
10 10 1 10 10 10 10 10 10 , Epoch:1, Support: 4
10 10 10 1 1 1 1 10 10 , Epoch:1, Support: 4
10 10 10 1 1 1 10 10 10 , Epoch:1, Support: 4
10 10 10 1 1 10 1 10 10 , Epoch:1, Support: 4
10 10 10 1 1 10 10 10 10 , Epoch:1, Support: 4
10 10 10 1 10 1 1 10 10 , Epoch:1, Support: 4
10 10 10 1 10 1 10 10 10 , Epoch:1, Support: 4
10 10 10 1 10 10 1 10 10 , Epoch:1, Support: 4
10 10 10 1 10 10 10 10 10 , Epoch:1, Support: 4
10 10 10 10 1 1 1 10 10 , Epoch:1, Support: 4
10 10 10 10 1 1 10 10 10 , Epoch:1, Support: 4
10 10 10 10 1 10 1 10 10 , Epoch:1, Support: 4
10 10 10 10 1 10 10 10 10 , Epoch:1, Support: 4
10 10 10 10 10 1 1 10 10 , Epoch:1, Support: 4
10 10 10 10 10 1 10 10 10 , Epoch:1, Support: 4
10 10 10 10 10 10 , Epoch:4, Support: 550
10 10 10 10 10 10 1 10 10 , Epoch:1, Support: 4
10 10 10 10 10 10 10 10 10 , Epoch:1, Support: 400
