1 10 1, Epoch:5, Support: 8
1 1 1 1 1 1, Epoch:5, Support: 6048
4 4 4 4, Epoch:9, Support: 1120
10 10 10 10 10, Epoch:9, Support: 9
1 1 1 1 1, Epoch:9, Support: 1275
10 10 10 10 10 10 10 10 10, Epoch:9, Support: 2935
1 1 1 10 1 10 10 10 10 10, Epoch:9, Support: 8
10 10 10 10 1 1 1 1 1, Epoch:9, Support: 4
1 1 1, Epoch:9, Support: 2706
10 10 10 10 10 10 10, Epoch:9, Support: 1486
1 1 10 1 1, Epoch:9, Support: 4
1 1 2, Epoch:9, Support: 12
9 9 9 9 9 9 9 9, Epoch:9, Support: 1020
9 9 9 9 9 9, Epoch:9, Support: 1309
10 10 10 10 10 10 10 10 2, Epoch:9, Support: 27
9 9 9 9 9 2, Epoch:9, Support: 4
1 1 1 1 1 1 1 1 1 1, Epoch:9, Support: 4
10 10 10 10 10 10 1 10 10, Epoch:9, Support: 4
