2 2 2, Epoch:4, Support: 3203
3 3 3, Epoch:4, Support: 4
2 3 3, Epoch:4, Support: 7
3 3 3 3, Epoch:6, Support: 2614
2 2 2, Epoch:6, Support: 22
2 2 3 3 3, Epoch:6, Support: 4
3 2 2 2, Epoch:6, Support: 10
3 3 3 3 3 3 3, Epoch:6, Support: 830
2 2 3 3, Epoch:6, Support: 7
3 3 3 3 3 3 7, Epoch:6, Support: 11
2 2 2 2 2 2, Epoch:7, Support: 44
3 3 3 2, Epoch:7, Support: 10
3 3 3 3 2, Epoch:7, Support: 22
2 2 2 2, Epoch:7, Support: 5742
7 7 7 7, Epoch:8, Support: 4105
3 3 3 3 3 7 3 7 7, Epoch:8, Support: 7
3 3 3 3 3 3 3 3, Epoch:8, Support: 7
3 3 3 3 7 3 3 3, Epoch:8, Support: 18
3 3 3 3 7 3 7 7, Epoch:8, Support: 6
7 3 7 7, Epoch:8, Support: 11
2 2 2 7 7 7 7, Epoch:8, Support: 19
7 7 3 3, Epoch:8, Support: 23
3 3 3 3 3 3 3 3 3, Epoch:9, Support: 877
3 3 3 3, Epoch:9, Support: 208
7 7 7 7 3, Epoch:9, Support: 7
3 3 3 3 3 3 7 7 3, Epoch:9, Support: 23
2 2 2 2 4 4, Epoch:9, Support: 5
3 2 2 2 3 3 3 3 3, Epoch:9, Support: 4
3 7 7 7 3, Epoch:9, Support: 18
3 7 3 3 3, Epoch:9, Support: 6
3 3 3, Epoch:9, Support: 188
