2 2 2, Epoch:5, Support: 4222
9 9 2 9 9, Epoch:5, Support: 14
1 1 1 1 1 1, Epoch:5, Support: 12
1 1 1, Epoch:5, Support: 7
9 9 9 9 2, Epoch:5, Support: 4
1 1 1, Epoch:6, Support: 404
2 2 2 1 1, Epoch:7, Support: 12
1 1 1 2 2 2 1 1, Epoch:7, Support: 7
9 2 2 9 9, Epoch:7, Support: 14
1 1 1 1 1 1 1 1, Epoch:7, Support: 3578
9 9 9 9 9 9 9, Epoch:7, Support: 979
1 1 8 1 1 8 1 8, Epoch:7, Support: 8
8 8 8 8, Epoch:9, Support: 3721
8 8 8 6, Epoch:9, Support: 7
1 1 1 1 1, Epoch:9, Support: 138
9 1 1, Epoch:9, Support: 4
1 8 8, Epoch:9, Support: 5
8 8 8 8 8 8 1 1, Epoch:9, Support: 4
1 1 1 1 1 1 8 1 8 8, Epoch:9, Support: 5
1 8 8 1 8 1 8 8, Epoch:9, Support: 8
8 8 8 8 8 8 8 8, Epoch:9, Support: 1116
1 1 1, Epoch:9, Support: 470
