5 5 5, Epoch:2, Support: 736
7 7 7 7 7, Epoch:7, Support: 75
6 6 6 6, Epoch:7, Support: 2732
6 6 6 6 6 6 6, Epoch:7, Support: 749
6 7 7 7, Epoch:7, Support: 6
5 5 7, Epoch:7, Support: 4
5 5 5 5 5 5, Epoch:7, Support: 1256
3 3 3 3, Epoch:9, Support: 2550
6 6 6 9 9 9, Epoch:9, Support: 4
7 7 7 7 7, Epoch:9, Support: 1961
6 6 3 6 3 3, Epoch:9, Support: 9
6 6 6 3 3 3, Epoch:9, Support: 7
7 9 9, Epoch:9, Support: 5
6 6 6 6 10 10, Epoch:9, Support: 9
3 3 3 2, Epoch:9, Support: 4
6 6 6 7 7, Epoch:9, Support: 6
7 7 9 7 7, Epoch:9, Support: 5
5 5 5 7 7 5 7 7, Epoch:9, Support: 4
9 9 9, Epoch:9, Support: 1826
