1 1 1 1 , Epoch:49, Support: 145
1 1 1 1 , Epoch:66, Support: 787
1 1 1 1 1 , Epoch:36, Support: 195
1 1 1 1 1 1 , Epoch:10, Support: 486
1 1 1 1 1 1 , Epoch:64, Support: 483
1 1 1 1 1 1 1 , Epoch:1, Support: 403
1 1 1 1 1 1 1 1 , Epoch:20, Support: 10
1 1 1 1 1 1 1 1 1 , Epoch:25, Support: 403
1 1 1 1 1 1 1 3 3 3 3 3 , Epoch:24, Support: 9
1 1 1 1 1 1 2 , Epoch:24, Support: 6
1 1 1 1 1 1 3 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 1 1 2 1 , Epoch:24, Support: 6
1 1 1 1 1 2 2 , Epoch:24, Support: 6
1 1 1 1 1 3 1 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 1 1 3 3 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 1 2 1 1 , Epoch:24, Support: 6
1 1 1 1 2 1 2 , Epoch:24, Support: 6
1 1 1 1 2 2 1 , Epoch:24, Support: 6
1 1 1 1 2 2 2 , Epoch:24, Support: 6
1 1 1 1 3 1 1 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 1 3 1 3 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 1 3 3 1 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 1 3 3 3 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 2 1 1 1 , Epoch:24, Support: 6
1 1 1 2 1 1 2 , Epoch:24, Support: 6
1 1 1 2 1 2 1 , Epoch:24, Support: 6
1 1 1 2 1 2 2 , Epoch:24, Support: 6
1 1 1 2 2 1 1 , Epoch:24, Support: 6
1 1 1 2 2 1 2 , Epoch:24, Support: 6
1 1 1 2 2 2 1 , Epoch:24, Support: 6
1 1 1 2 2 2 2 , Epoch:24, Support: 6
1 1 1 3 1 1 1 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 3 1 1 3 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 3 1 3 1 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 3 1 3 3 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 3 3 1 1 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 3 3 1 3 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 3 3 3 1 3 3 3 3 3 , Epoch:24, Support: 8
1 1 1 3 3 3 3 3 3 3 3 3 , Epoch:24, Support: 8
1 1 2 1 1 1 1 , Epoch:24, Support: 6
1 1 2 1 1 1 2 , Epoch:24, Support: 6
1 1 2 1 1 2 1 , Epoch:24, Support: 6
1 1 2 1 1 2 2 , Epoch:24, Support: 6
1 1 2 1 2 1 1 , Epoch:24, Support: 6
1 1 2 1 2 1 2 , Epoch:24, Support: 6
1 1 2 1 2 2 1 , Epoch:24, Support: 6
1 1 2 1 2 2 2 , Epoch:24, Support: 6
1 1 2 2 1 1 1 , Epoch:24, Support: 6
1 1 2 2 1 1 2 , Epoch:24, Support: 6
1 1 2 2 1 2 1 , Epoch:24, Support: 6
1 1 2 2 1 2 2 , Epoch:24, Support: 6
1 1 2 2 2 1 1 , Epoch:24, Support: 6
1 1 2 2 2 1 2 , Epoch:24, Support: 6
1 1 2 2 2 2 1 , Epoch:24, Support: 6
1 1 2 2 2 2 2 , Epoch:24, Support: 6
1 1 9 , Epoch:29, Support: 4
1 2 2 2 2 , Epoch:26, Support: 7
1 2 2 2 2 2 , Epoch:25, Support: 7
1 3 3 3 3 3 , Epoch:30, Support: 10
1 3 3 3 3 3 3 3 3 , Epoch:27, Support: 9
1 3 3 3 3 3 3 3 3 3 , Epoch:26, Support: 9
1 9 9 , Epoch:29, Support: 4
2 1 1 1 1 , Epoch:26, Support: 7
2 1 1 1 2 , Epoch:26, Support: 7
2 1 1 2 1 , Epoch:26, Support: 7
2 1 1 2 2 , Epoch:26, Support: 7
2 1 2 1 1 , Epoch:26, Support: 7
2 1 2 1 2 , Epoch:26, Support: 7
2 1 2 2 2 , Epoch:26, Support: 7
2 2 1 1 1 , Epoch:26, Support: 7
2 2 1 1 2 , Epoch:26, Support: 7
2 2 1 2 1 , Epoch:26, Support: 7
2 2 1 2 2 , Epoch:26, Support: 7
2 2 2 1 1 , Epoch:26, Support: 7
2 2 2 1 2 , Epoch:26, Support: 7
2 2 2 2 1 , Epoch:26, Support: 7
2 2 2 2 2 , Epoch:65, Support: 352
2 2 2 2 2 2 2 , Epoch:18, Support: 128
2 2 2 2 2 2 2 2 2 , Epoch:38, Support: 280
2 9 9 9 9 9 9 9 9 9 9 , Epoch:41, Support: 4
3 1 1 1 3 3 3 3 3 , Epoch:27, Support: 9
3 1 1 3 3 3 3 3 3 , Epoch:27, Support: 9
3 1 3 3 3 3 3 3 3 , Epoch:27, Support: 9
3 3 1 1 3 3 3 3 3 , Epoch:27, Support: 9
3 3 1 3 3 3 3 3 3 , Epoch:27, Support: 9
3 3 3 1 3 3 3 3 3 , Epoch:27, Support: 9
3 3 3 3 3 3 , Epoch:12, Support: 588
3 3 3 3 3 3 , Epoch:43, Support: 519
3 3 3 3 3 3 2 2 2 2 2 , Epoch:31, Support: 8
3 3 3 3 3 3 2 3 2 2 2 , Epoch:31, Support: 8
3 3 3 3 3 3 3 2 2 2 2 , Epoch:31, Support: 8
3 3 3 3 3 3 3 3 2 2 2 , Epoch:31, Support: 8
3 3 3 3 3 3 3 3 3 , Epoch:27, Support: 1271
3 3 3 3 3 3 3 3 3 3 , Epoch:0, Support: 720
3 3 3 3 3 3 3 3 3 3 , Epoch:39, Support: 518
3 5 5 5 5 5 5 5 5 , Epoch:48, Support: 10
3 5 5 5 5 5 5 5 5 5 , Epoch:47, Support: 10
3 7 7 7 7 7 7 7 7 7 7 , Epoch:54, Support: 6
4 4 4 , Epoch:14, Support: 150
4 4 4 4 4 , Epoch:32, Support: 129
4 4 4 4 4 4 , Epoch:35, Support: 52
4 4 4 4 4 4 , Epoch:41, Support: 164
4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 1 1 1 4 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 1 1 4 1 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 1 1 4 4 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 1 4 1 1 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 1 4 1 4 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 1 4 4 1 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 1 4 4 4 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 4 1 1 4 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 4 1 4 1 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 4 1 4 4 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 4 4 1 4 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 , Epoch:15, Support: 12
4 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 , Epoch:15, Support: 13
4 9 9 9 9 , Epoch:63, Support: 4
4 9 9 9 9 9 , Epoch:62, Support: 4
5 3 3 3 3 3 3 5 5 , Epoch:48, Support: 8
5 3 3 3 3 3 5 5 5 , Epoch:48, Support: 8
5 3 3 3 3 5 5 5 5 , Epoch:48, Support: 8
5 3 3 3 5 5 5 5 5 , Epoch:48, Support: 8
5 3 3 5 3 3 3 5 5 , Epoch:48, Support: 8
5 3 3 5 5 5 5 5 5 , Epoch:48, Support: 8
5 3 5 3 3 3 3 5 5 , Epoch:48, Support: 8
