2 2 2 2 2 2 , Epoch:2, Support: 200
2 5 5 5 5 5 5 , Epoch:3, Support: 8
2 5 5 5 5 5 5 5 , Epoch:2, Support: 8
3 3 3 3 , Epoch:6, Support: 7758
3 3 3 3 3 3 , Epoch:4, Support: 44
3 3 9 , Epoch:7, Support: 46
3 9 3 , Epoch:7, Support: 46
3 9 9 , Epoch:7, Support: 46
3 9 9 9 , Epoch:6, Support: 46
5 2 5 5 5 5 5 , Epoch:3, Support: 8
5 5 5 5 5 5 5 , Epoch:3, Support: 987
8 3 3 3 3 , Epoch:5, Support: 42
8 3 3 3 8 , Epoch:5, Support: 42
8 3 3 8 3 , Epoch:5, Support: 42
8 3 3 8 8 , Epoch:5, Support: 42
8 3 8 3 3 , Epoch:5, Support: 42
8 3 8 3 8 , Epoch:5, Support: 42
8 3 8 8 8 , Epoch:5, Support: 42
8 8 3 3 3 , Epoch:5, Support: 42
8 8 3 3 8 , Epoch:5, Support: 42
8 8 3 8 3 , Epoch:5, Support: 42
8 8 3 8 8 , Epoch:5, Support: 42
8 8 8 3 3 , Epoch:5, Support: 42
8 8 8 3 8 , Epoch:5, Support: 42
8 8 8 8 3 , Epoch:5, Support: 42
8 8 8 8 8 , Epoch:5, Support: 4340
8 8 10 , Epoch:7, Support: 8
8 10 8 , Epoch:7, Support: 8
8 10 10 , Epoch:7, Support: 8
9 3 3 , Epoch:7, Support: 46
9 3 9 , Epoch:7, Support: 46
9 9 3 , Epoch:7, Support: 46
9 9 9 , Epoch:7, Support: 2912
9 9 10 , Epoch:7, Support: 15
9 10 9 , Epoch:7, Support: 15
9 10 10 , Epoch:7, Support: 15
10 10 10 10 8 8 8 8 8 , Epoch:1, Support: 20
